"study_id","coder_initials","date_coded","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","number_of_links","link_number","link_url","link_work","link_work_noother","resolved_url","is_repository","is_repository_other","repository_name","files_exist","files_exist_other","download_success","download_success_other","notes","final_data_avail_statement","final_art_has_links","final_link_works","final_files_exist","final_download_success","final_download_success2","Publication Year","Author","Title","Publication Title","ISSN","DOI","Pages","Issue","Volume","OpenDataBadge","OpenMaterialsBadge","PreregisteredBadge","ErratumTag","effective_year","PROpenData","PRPreregistered","PROpenMaterials","DEPreregistered","TCPreregistered","PreregisteredPlus"
"a001747","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://doi.org/10.17605/OSF.IO/9DBX3","yes",,"https://osf.io/9dbx3/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Yang, Jia; Yan, Fang-Fang; Chen, Lijun; Fan, Shuhan; Wu, Yifan; Jiang, Lei; Xi, Jie; Zhao, Junlei; Zhang, Yudong; Lu, Zhong-Lin; Huang, Chang-Bing","Identifying Long- and Short-Term Processes in Perceptual Learning","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211056620","830-843","5",33,TRUE,FALSE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002092","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/9fapj/","yes",,"https://osf.io/9fapj/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Dautriche, Isabelle; Goupil, Louise; Smith, Kenny; Rabagliati, Hugh","Two-Year-Olds’ Eye Movements Reflect Confidence in Their Understanding of Words","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221105208","1842-1856","11",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001954","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/9gnkc/","yes",,"https://osf.io/9gnkc/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Van Stekelenburg, Aart; Schaap, Gabi; Veling, Harm; Van ’T Riet, Jonathan; Buijzen, Moniek","Scientific-Consensus Communication About Contested Science: A Preregistered Meta-Analysis","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221083219","1989-2008","12",33,TRUE,FALSE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002182","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/9jaf6","yes",,"https://osf.io/9jaf6/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Kerry, Nicholas; Murray, Damian R.","Physical Strength Partly Explains Sex Differences in Trait Anxiety in Young Americans","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620971298","809-815","5",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001862","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/9jrpu","yes",,"https://osf.io/9jrpu/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Maister, Lara; De Beukelaer, Sophie; Longo, Matthew R.; Tsakiris, Manos","The Self in the Mind’s Eye: Revealing How We Truly See Ourselves Through Reverse Correlation","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211018618","1965-1978","12",32,TRUE,FALSE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001919","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/9kz2g","yes",,"https://osf.io/9kz2g/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Goldenberg, Amit; Weisz, Erika; Sweeny, Timothy D.; Cikara, Mina; Gross, James J.","The Crowd-Emotion-Amplification Effect","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620970561","437-450","3",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001793","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/9v3gk/","yes",,"https://osf.io/9v3gk/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Jana, Sumitash; Aron, Adam R.","Mind Wandering Impedes Response Inhibition by Affecting the Triggering of the Inhibitory Process","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211055371","1068-1085","7",33,TRUE,FALSE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001683","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/9wfsr/","yes",,"https://osf.io/9wfsr/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Wu, Sherry Jueyu; Cai, Xiqian","Adding Up Peer Beliefs: Experimental and Field Evidence on the Effect of Peer Influence on Math Performance","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231180881","851-862","8",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001818","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/9xun6/","yes",,"https://osf.io/9xun6/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Lee, Chang-Yuan; Morewedge, Carey K.","Noise Increases Anchoring Effects","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211024254","60-75","1",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001965","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://doi.org/10.17605/OSF.IO/A6Y7R","yes",,"https://osf.io/a6y7r/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Sheetal, Abhishek; Feng, Zhiyu; Savani, Krishna","Using Machine Learning to Generate Novel Hypotheses: Increasing Optimism About COVID-19 Makes People Less Willing to Justify Unethical Behaviors","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620959594","1222-1235","10",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001679","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/a89tu/","yes",,"https://osf.io/a89tu/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Kelley, Timothy D.; McNeely, Debbie A.; Serra, Michael J.; Davis, Tyler","Delayed Judgments of Learning Are Associated With Activation of Information From Past Experiences: A Neurobiological Examination","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620958004","96-108","1",32,TRUE,FALSE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002011","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/a8sd4","yes",,"https://osf.io/a8sd4/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Aryani, Arash; Isbilen, Erin S.; Christiansen, Morten H.","Affective Arousal Links Sound to Meaning","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620927967","978-986","8",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002230","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/a95kv/","yes",,"https://osf.io/a95kv/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Forster, Daniel E.; Pedersen, Eric J.; McCullough, Michael E.; Lieberman, Debra","Evaluating Benefits, Costs, and Social Value as Predictors of Gratitude","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211031215","538-549","4",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001934","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/amry5/files/","yes",,"https://osf.io/amry5/files/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Leong, Yuan Chang; Dziembaj, Roma; D’Esposito, Mark","Pupil-Linked Arousal Biases Evidence Accumulation Toward Desirable Percepts During Perceptual Decision-Making","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211004547","1494-1509","9",32,TRUE,FALSE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002006","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/aps8h/","yes",,"https://osf.io/aps8h/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Cialdini, Robert B.; Lasky-Fink, Jessica; Demaine, Linda J.; Barrett, Daniel W.; Sagarin, Brad J.; Rogers, Todd","Poison Parasite Counter: Turning Duplicitous Mass Communications Into Self-Negating Memory-Retrieval Cues","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211015182","1811-1829","11",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001820","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/aqku2/","yes",,"https://osf.io/aqku2/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Hansen, Niels Chr.; Kragness, Haley E.; Vuust, Peter; Trainor, Laurel; Pearce, Marcus T.","Predictive Uncertainty Underlies Auditory Boundary Perception","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621997349","1416-1425","9",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001867","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/aqng6/","yes",,"https://osf.io/aqng6/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Sana, Faria; Yan, Veronica X.","Interleaving Retrieval Practice Promotes Science Learning","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211057507","782-788","5",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001815","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/arjzw/","yes",,"https://osf.io/arjzw/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Li, Qinggong; Zhang, Wenyu; Heyman, Gail D.; Compton, Brian J.; Lee, Kang","Susceptibility to Being Lured Away by a Stranger: A Real-World Field Test of Selective Trust in Early Childhood","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620966526","1488-1496","12",31,TRUE,FALSE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001712","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/aur2t","yes",,"https://osf.io/aur2t/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Vlasceanu, Madalina; Morais, Michael J.; Coman, Alin","The Effect of Prediction Error on Belief Update Across the Political Spectrum","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621995208","916-933","6",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001841","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/bc3wn/","yes",,"https://osf.io/bc3wn/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2020,"Molto, Lisa; Nalborczyk, Ladislas; Palluel-Germain, Richard; Morgado, Nicolas","Action Effects on Visual Perception of Distances: A Multilevel Bayesian Meta-Analysis","Psychological Science","0956-7976, 1467-9280","10.1177/0956797619900336","488-504","5",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001711","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/bdcsx/","yes",,"https://osf.io/bdcsx/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Gatti, Daniele; Marelli, Marco; Vecchi, Tomaso; Rinaldi, Luca","Spatial Representations Without Spatial Computations","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221094863","1947-1958","11",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001715","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/bjx5m/","yes",,"https://osf.io/bjx5m/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Bastos, Amalia P. M.; Neilands, Patrick D.; Hassall, Rebecca S.; Lim, Byung C.; Taylor, Alex H.","Dogs Mentally Represent Jealousy-Inducing Social Interactions","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620979149","646-654","5",32,TRUE,FALSE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001947","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/bkuwt","yes",,"https://osf.io/bkuwt/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Lancry-Dayan, Oryah C.; Gamer, Matthias; Pertzov, Yoni","Search for the Unknown: Guidance of Visual Search in the Absence of an Active Template","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621996660","1404-1415","9",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002073","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/bnsyj/","yes",,"https://osf.io/bnsyj/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Snyder, Jason S.; Henry, P. J.","Regional Measures of Sexual-Orientation Bias Predict Where Same-Gender Couples Live","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231173903","794-808","7",34,TRUE,FALSE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001791","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/bnwdv/","yes",,"https://osf.io/bnwdv/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"McManus, Ryan M.; Kleiman-Weiner, Max; Young, Liane","What We Owe to Family: The Impact of Special Obligations on Moral Judgment","Psychological Science","0956-7976, 1467-9280","10.1177/0956797619900321","227-242","3",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001902","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/bpavz/files","yes",,"https://osf.io/bpavz/files","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Constant, Martin; Liesefeld, Heinrich R.","Massive Effects of Saliency on Information Processing in Visual Working Memory","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620975785","682-691","5",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002172","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/bu6zr/","yes",,"https://osf.io/bu6zr/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Arnold, Sophie H.; McAuliffe, Katherine","Children Show a Gender Gap in Negotiation","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620965544","153-158","2",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002104","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/bw69r/","yes",,"https://osf.io/bw69r/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Tashjian, Sarah M.; Fedrigo, Virginia; Molapour, Tanaz; Mobbs, Dean; Camerer, Colin F.","Physiological Responses to a Haunted-House Threat Experience: Distinct Tonic and Phasic Effects","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211032231","236-248","2",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001757","EG","30/5/2024","yes",,"yes",,"yes",,2,2,"https://osf.io/bxgn4","yes",,"https://osf.io/bxgn4/","yes",,"OSF","yes",,"yes",,"This is a reanalysis of the authors earlier work with a new dataset, after another published reanalysis found conflicting findings to the original study. This row has the link to the original dataset from: Quoidbach, J., Taquet, M., Desseilles, M., de Montjoye, Y.-A., & Gross, J. J. (2019). Happiness and social behavior.","yes","yes","yes","yes","yes","yes",2021,"Quoidbach, Jordi; Dercon, Quentin; Taquet, Maxime; Desseilles, Martin; De Montjoye, Yves-Alexandre; Gross, James J.","Happiness and the Propensity to Interact With Other People: Reply to Elmer (2021)","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211012673","960-965","6",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001809","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/bxgn4","yes",,"https://osf.io/bxgn4/","yes",,"OSF","yes",,"yes",,"Data for the original study: (Quoidbach et al., 2019)","yes","yes","yes","yes","yes","yes",2021,"Elmer, Timon","In Which Direction Does Happiness Predict Subsequent Social Interactions? A Commentary on Quoidbach et al. (2019)","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620956981","955-959","6",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001849","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/byjef/","yes",,"https://osf.io/byjef/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Langer, Markus; König, Cornelius J.; Siegel, Rudolf; Fredenhagen, Therese; Schunck, Alexander G.; Hähne, Viviane; Baur, Tobias","Vocal-Stress Diary: A Longitudinal Investigation of the Association of Everyday Work Stressors and Human Voice Features","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211068110","1027-1039","7",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001801","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/c3wju/","yes",,"https://osf.io/c3wju/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Bars, Solène Le; Bourgeois-Gironde, Sacha; Wyart, Valentin; Sari, Izel; Pacherie, Elisabeth; Chambon, Valérian","Motor Coordination and Strategic Cooperation in Joint Action","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211053275","736-751","5",33,TRUE,FALSE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002014","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/c7t6k","yes",,"https://osf.io/c7t6k/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Halfmann, Emma; Bredehöft, Janne; Häusser, Jan Alexander","Replicating Roaches: A Preregistered Direct Replication of Zajonc, Heingartner, and Herman’s (1969) Social-Facilitation Study","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620902101","332-337","3",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001714","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/c7yrv","yes",,"https://osf.io/c7yrv/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Malter, Maayan S.; Kim, Sonia S.; Metcalfe, Janet","Feelings of Culpability: Just Following Orders Versus Making the Decision Oneself","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211002821","635-645","5",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002249","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/c9pqd/","yes",,"https://osf.io/c9pqd/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Kim, Eunsoo; Cunningham, Julia Lee; Aribarg, Anocha","The Moral Significance of Aesthetics in Nature Imagery","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221083543","1372-1385","9",33,TRUE,FALSE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002053","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/cbxjh","yes",,"https://osf.io/cbxjh/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Sun, Jessie; Goodwin, Geoffrey P.","Do People Want to Be More Moral?","Psychological Science","0956-7976, 1467-9280","10.1177/0956797619893078","243-257","3",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002255","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"http://osf.io/cdftx","yes",,"https://osf.io/cdftx/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Kurdi, Benedek; Krosch, Amy R.; Ferguson, Melissa J.","Oppressed Groups Engender Implicit Positivity: Seven Demonstrations Using Novel and Familiar Targets","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231194588","1069-1086","10",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001702","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/cvekx/","yes",,"https://osf.io/cvekx/","yes","yes","OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Koranda, Mark J.; Zettersten, Martin; MacDonald, Maryellen C.","Good-Enough Production: Selecting Easier Words Instead of More Accurate Ones","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221089603","1440-1451","9",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001691","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/cyusp","yes",,"https://osf.io/cyusp/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Wang, Xiaosha; Bi, Yanchao","Idiosyncratic Tower of Babel: Individual Differences in Word-Meaning Representation Increase as Word Abstractness Increases","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211003877","1617-1635","10",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001692","EG","13/4/2024","yes",,"yes",,"yes",,2,2,"https://osf.io/d2xbu","yes",,"https://osf.io/d2xbu/","yes",,"OSF","yes",,"yes",,"This link is for the remaining open data in studies, study 1 - study 5.","yes","yes","yes","yes","yes","yes",2020,"Packard, Grant; Berger, Jonah","Thinking of You: How Second-Person Pronouns Shape Cultural Success","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620902380","397-407","4",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001709","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/d4pmg/","yes",,"https://osf.io/d4pmg/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Chanales, Avi J. H.; Tremblay-McGaw, Alexandra G.; Drascher, Maxwell L.; Kuhl, Brice A.","Adaptive Repulsion of Long-Term Memory Representations Is Triggered by Event Similarity","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620972490","705-720","5",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
