"study_id","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","link_url_cleaned","link_work","link_work_noother","resolved_url_cleaned","files_exist","files_exist_other","download_success","download_success_other"
"a001116","yes",,"yes",,"yes",,"cancercontrol.cancer.gov/brp/hbrb/flashe.html","other","the link is to the project home page, I had to agree to terms, and then could access the data/files page, which I've included as the resolved_url","cancercontrol.cancer.gov/brp/hbrb/flashe-study/flashe-files","other","Needed to agree to terms of use before I could download/access the files","yes",
"a001116","yes",,"yes",,"yes",,"osf.io/x3jav","yes",,"osf.io/x3jav","yes",,"yes",
"a001118","yes",,"yes",,"yes",,"osf.io/x6t4e","yes",,"osf.io/x6t4e","yes",,"yes",
"a001119","yes",,"yes",,"yes",,"osf.io/bbf3c","yes",,"osf.io/bbf3c","yes",,"yes",
"a001121","yes",,"yes",,"yes",,"iris-database.org","other","link works, but is to the generic homepage. Searching required to find actual data","www.iris-database.org/iris/app/home/detail?id=york:936152","other","Registration form required before data can be downloaded","yes",
"a001121","yes",,"yes",,"yes",,"osf.io/97kur","yes",,"osf.io/97kur","yes",,"yes",
"a001122","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/4XI0UG","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/4XI0UG","yes",,"yes",
"a001124","yes",,"yes",,"yes",,"osf.io/r35tf","yes",,"osf.io/r35tf","yes",,"yes",
"a001125","yes",,"yes",,"other","Links are on journal web page for article not in PDF","data.mendeley.com/datasets/k29ty5nh48/1","yes",,"data.mendeley.com/datasets/k29ty5nh48/1","yes",,"yes",
"a001127","yes",,"yes",,"yes",,"osf.io/pxk8z","yes",,"osf.io/pxk8z","yes",,"yes",
"a001129","yes",,"yes",,"yes",,"osf.io/7pw8r","yes",,"osf.io/7pw8r","yes",,"yes",
"a001131","yes",,"yes",,"yes",,"github.com/carlsonrw/layTheories_altruism","yes",,"github.com/carlsonrw/layTheories_altruism","yes",,"yes",
"a001132","yes",,"yes",,"yes",,"osf.io/9z3nw","yes",,"osf.io/9z3nw","yes",,"partial","Files in linked Box repo were in many subfolders (65) - downloaded five of them to check - all OK"
"a001134","yes",,"yes",,"yes",,"osf.io/e5r6f","yes",,"osf.io/e5r6f","yes",,"yes",
"a001135","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/26134","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/26134","yes",,"other","Some files required permission to access, others could be downloaded freely"
"a001138","yes",,"yes",,"yes",,"osf.io/pdy6b","yes",,"osf.io/pdy6b","yes",,"yes",
"a001138","yes",,"yes",,"yes",,"osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4","yes",,"osf.io/u95vg","other","This is explicitly a ""materials"" resource file which is not apparent from the article statement","yes",
"a001138","yes",,"yes",,"yes",,"osf.io/traf4","yes",,"osf.io/traf4","yes",,"yes",
"a001139","yes",,"yes",,"yes",,"doi.org/10.5281/zenodo.1186639","yes",,"zenodo.org/record/1186639","yes",,"partial","Total download size exceeded 100MB"
"a001140","yes",,"yes",,"yes",,"osf.io/t28bw","yes",,"osf.io/t28bw","yes",,"yes",
"a001142","yes",,"yes",,"yes",,"osf.io/c2gaf","yes",,"osf.io/c2gaf","yes",,"yes",
"a001144","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QG1DCI","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QG1DCI","yes",,"yes",
"a001146","yes",,"yes",,"yes",,"osf.io/zhf98","yes",,"osf.io/zhf98","yes",,"yes",
"a001147","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?id=3037337","yes",,"dataverse.harvard.edu/dataset.xhtml?id=3037337","yes",,"yes",
"a001148","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/WKJJ3Z","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WKJJ3Z","yes",,"yes",
"a001149","yes",,"yes",,"other","Article contains both links and provides accession numbers to data resources without hyperlinks","DDBJ database accession no. DRP005397","other","Needed to navigate to Bioinformation and DDBJ Center website and search by accession number","ddbj.nig.ac.jp/DRASearch/study?acc=DRP005397","yes",,"partial","Total download size exceeded 100MB, downloaded metadata and two data files"
"a001149","yes",,"yes",,"other","Article contains both links and provides accession numbers to data resources without hyperlinks","www.irisdatabase.org/iris/app/home/detail?id=york:934328","other","Embedded url has an invalid character - it should be a hyphen. Fixing the hyphen makes the url behave as expected","www.iris-database.org/iris/app/home/detail?id=york:934328","other","Registration form required before data can be downloaded","yes",
"a001150","yes",,"yes",,"yes",,"osf.io/g6x7f/?view_only=a780cde9131745bebce281fcd0029a9c","yes",,"osf.io/g6x7f/?view_only=a780cde9131745bebce281fcd0029a9c","yes",,"yes",
"a001151","yes",,"yes",,"yes",,"osf.io/79sqe","yes",,"osf.io/79sqe","yes",,"yes",
"a001152","yes",,"yes",,"yes",,"osf.io/sbntf?view_only=12aeec9cda114f6eb138064f6c45aefe","yes",,"osf.io/sbntf?view_only=12aeec9cda114f6eb138064f6c45aefe","yes",,"yes",
"a001154","yes",,"yes",,"no",,,,,,,,,
"a001155","yes",,"yes",,"yes",,"osf.io/2bvt8","yes",,"osf.io/2bvt8","yes",,"yes",
"a001155","yes",,"yes",,"yes",,"osf.io/zp76h","yes",,"osf.io/zp76h","yes",,"yes",
"a001157","yes",,"yes",,"yes",,"osf.io/y3kzd","yes",,"osf.io/y3kzd","yes",,"yes",
"a001158","yes",,"yes",,"yes",,"osf.io/75mau","yes",,"osf.io/75mau","yes",,"yes",
"a001160","yes",,"yes",,"yes",,"osf.io/9KXM4","yes",,"osf.io/9KXM4","yes",,"yes",
"a001161","yes",,"yes",,"yes",,"osf.io/ckwjx","yes",,"osf.io/ckwjx","yes",,"yes",
"a001163","yes",,"yes",,"yes",,"dx.doi.org/10.5284/1021668","yes",,"archaeologydataservice.ac.uk/archives/view/elmsfarm_eh_2013","yes",,"partial","Total download size exceeded 100MB"
"a001166","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/PGCVDP","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PGCVDP","yes",,"yes",
"a001168","yes",,"yes",,"yes",,"osf.io/rs32a/?view_only=1b0901ea36124e2998fe5511bee58c02","yes",,"osf.io/rs32a/?view_only=1b0901ea36124e2998fe5511bee58c02","yes",,"yes",
"a001170","yes",,"yes",,"yes",,"osf.io/mxf5w","yes",,"osf.io/mxf5w","yes",,"yes",
"a001171","yes",,"yes",,"yes",,"osf.io/d9jfz","yes",,"osf.io/d9jfz","yes",,"yes",
"a001173","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/S9MIJU","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/S9MIJU","yes",,"yes",
"a001176","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataverse/AgreementIndiff","yes",,"dataverse.harvard.edu/dataverse/AgreementIndiff","yes",,"other","Need to fill in a form to download the data"
"a001178","yes",,"yes",,"yes",,"osf.io/t2856","yes",,"osf.io/t2856","yes",,"yes",
"a001179","yes",,"yes",,"yes",,"osf.io/9mdxw/?view_only=976405fbcdb94ba4bdf1988684ad92bf","yes",,"osf.io/9mdxw/?view_only=976405fbcdb94ba4bdf1988684ad92bf","yes",,"yes",
"a001180","yes",,"yes",,"yes",,"osf.io/he8s7","yes",,"osf.io/he8s7","yes",,"yes",
"a001181","yes",,"yes",,"yes",,"osf.io/zpm9t","yes",,"osf.io/zpm9t","yes",,"yes",
"a001183","yes",,"yes",,"yes",,"osf.io/3nkeh","yes",,"osf.io/3nkeh","yes",,"yes",
"a001184","yes",,"yes",,"yes",,"osf.io/xg5rj/wiki/home","yes",,"osf.io/xg5rj/wiki/home","yes",,"yes",
"a001185","yes",,"yes",,"yes",,"osf.io/g59s2","yes",,"osf.io/g59s2","yes",,"yes",
"a001186","yes",,"yes",,"yes",,"midus.colectica.org","yes",,"midus.colectica.org/Account/Login","other","Login required, no indication of whether files available","no",
"a001187","yes",,"yes",,"yes",,"osf.io/bw8sz","yes",,"osf.io/bw8sz","yes",,"yes",
"a001188","yes",,"yes",,"yes",,"osf.io/z69fs","yes",,"osf.io/z69fs","yes",,"yes",
"a001190","yes",,"yes",,"yes",,"osf.io/98ta4","yes",,"osf.io/98ta4","yes",,"yes",
"a001191","yes",,"yes",,"yes",,"doi.pangaea.de/10.1594/PANGAEA.903123","yes",,"doi.pangaea.de/10.1594/PANGAEA.903123","yes",,"partial","Total download size exceeded 100MB"
"a001194","yes",,"yes",,"yes",,"osf.io/zucn5","yes",,"osf.io/zucn5","yes",,"yes",
"a001195","yes",,"yes",,"yes",,"iris-database.org/iris/app/home/detail?id=york:934337","yes",,"www.iris-database.org/iris/app/home/detail?id=york:934337","yes",,"yes",
"a001196","yes",,"yes",,"yes",,"osf.io/rdfm3","yes",,"osf.io/rdfm3","yes",,"yes",
"a001197","yes",,"yes",,"yes",,"osf.io/re48w","yes",,"osf.io/re48w","yes",,"yes",
"a001198","yes",,"yes",,"yes",,"osf.io/qqq82","yes",,"osf.io/qqq82","yes",,"yes",
"a001200","yes",,"yes",,"yes",,"osf.io/5ybej","yes",,"osf.io/5ybej","yes",,"yes",
"a001201","yes",,"yes",,"yes",,"osf.io/9gyvd","yes",,"osf.io/9gyvd","yes",,"yes",
"a001202","yes",,"yes",,"yes",,"doi.org/10.17605/OSF.IO/UXYCH","yes",,"osf.io/uxych","yes",,"yes",
"a001206","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/6IOACK","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/6IOACK","yes",,"yes",
"a001211","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/PL2XFD","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PL2XFD","yes",,"yes",
"a001214","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/ZYRC8S","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZYRC8S","yes",,"yes",
"a001215","yes",,"yes",,"yes",,"iris-database.org","other","link works, but is to the generic homepage. Searching required to find actual data","www.iris-database.org/iris/app/home/detail?id=york:932759, https://www.iris-database.org/iris/app/home/detail?id=york:932760, https://www.iris-database.org/iris/app/home/detail?id=york:932690","other","Registration form required before data can be downloaded","yes",
"a001215","yes",,"yes",,"yes",,"osf.io/gwk45","yes",,"osf.io/gwk45","yes",,"yes",
"a001216","yes",,"yes",,"yes",,"osf.io/ydnfe","yes",,"osf.io/ydnfe","yes",,"yes",
"a001217","yes",,"yes",,"yes",,"osf.io/hd42c","yes",,"osf.io/hd42c","yes",,"yes",
"a001219","yes",,"yes",,"yes",,"osf.io/ngm4h","yes",,"osf.io/ngm4h","yes",,"yes",
"a001220","yes",,"yes",,"yes",,"osf.io/jmiwn","yes",,"osf.io/jmiwn","yes",,"yes",
"a001221","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/BAG0DS","other","DOI not found; data found by searching Harvard Dataverse by author name","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HIQ4BV","yes",,"yes",
"a001223","yes",,"yes",,"yes",,"osf.io/tde3r","yes",,"osf.io/tde3r","yes",,"yes",
"a001224","yes",,"yes",,"yes",,"osf.io/2ngs9/registrations","yes",,"osf.io/2ngs9/registrations","yes",,"yes",
"a001225","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/I1HVCJ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/I1HVCJ","yes",,"yes",
"a001226","yes",,"yes",,"yes",,"osf.io/nzp8t","yes",,"osf.io/nzp8t","yes",,"yes",
"a001227","yes",,"yes",,"yes",,"osf.io/atx26","yes",,"osf.io/atx26","yes",,"yes",
"a001228","yes",,"yes",,"yes",,"osf.io/6htsx","yes",,"osf.io/6htsx","yes",,"yes",
"a001229","yes",,"yes",,"yes",,"osf.io/vqke2","yes",,"osf.io/vqke2","yes",,"yes",
"a001231","yes",,"yes",,"yes",,"osf.io/esw34","yes",,"osf.io/esw34","yes",,"yes",
"a001232","yes",,"yes",,"yes",,"osf.io/bnsqw","yes",,"osf.io/bnsqw","yes",,"yes",
"a001233","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/TVZQG6","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TVZQG6","yes",,"yes",
"a001234","yes",,"yes",,"yes",,"osf.io/j2rwc/?view_only=77b87eac2bf4418c9f3efcc9db9a63cd","yes",,"osf.io/j2rwc/?view_only=77b87eac2bf4418c9f3efcc9db9a63cd","yes",,"yes",
"a001234","yes",,"yes",,"yes",,"osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6","yes",,"osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6","yes",,"yes",
"a001235","yes",,"yes",,"yes",,"osf.io/49rmq","yes",,"osf.io/49rmq","yes",,"yes",
"a001238","yes",,"yes",,"yes",,"osf.io/ut382","yes",,"osf.io/ut382","yes",,"yes",
"a001239","yes",,"yes",,"yes",,"osf.io/dux3n","yes",,"osf.io/dux3n","yes",,"yes",
"a001239","yes",,"yes",,"yes",,"osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a","yes",,"osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a","yes",,"other","File size exceeds 100MB"
"a001240","yes",,"yes",,"yes",,"osf.io/v36a6","yes",,"osf.io/v36a6","yes",,"yes",
"a001243","yes",,"yes",,"yes",,"osf.io/nfh28","yes",,"osf.io/nfh28","yes",,"yes",
"a001244","yes",,"yes",,"yes",,"osf.io/5cfj6","yes",,"osf.io/5cfj6","yes",,"yes",
"a001245","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/OOIEAO","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO","yes",,"yes",
"a001246","yes",,"yes",,"yes",,"osf.io/e5bvj","yes",,"osf.io/e5bvj","yes",,"yes",
"a001247","yes",,"yes",,"yes",,"iris-database.org","other","link works, but is to the generic homepage. Searching required to find actual data","iris-database.org/iris/app/home/detail?id=york:936419, https://www.dropbox.com/s/59czjr4u0nm1gsn/data.xlsx?dl=0, https://www.dropbox.com/s/7gqxg9spe2dx9n4/Grammar.exe?dl=0, https://www.dropbox.com/s/uasmo5werd5ebl1/Delayed.exe?dl=0","other","Registration form required before data can be downloaded. Files were actually hosted on Dropbox: https://www.dropbox.com/s/59czjr4u0nm1gsn/data.xlsx?dl=0, https://www.dropbox.com/s/7gqxg9spe2dx9n4/Grammar.exe?dl=0, https://www.dropbox.com/s/uasmo5werd5ebl1/Delayed.exe?dl=0","yes",
"a001248","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/STXADQ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/STXADQ","yes",,"yes",
"a001249","yes",,"yes",,"yes",,"osf.io/wpf7t","yes",,"osf.io/wpf7t","yes",,"yes",
"a001250","yes",,"yes",,"yes",,"dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701","other","As presented, link does not work, but searching from the gesis home page does locate the correct dataset","search.gesis.org/research_data/ZA6701","other","Application required to access data","other","Was able to download metadata documents but no actual data"
"a001250","yes",,"yes",,"yes",,"osf.io/wk9rp","yes",,"osf.io/wk9rp","yes",,"yes",
"a001252","yes",,"yes",,"yes",,"osf.io/jfxtr","yes",,"osf.io/jfxtr","yes",,"yes",
"a001253","yes",,"yes",,"yes",,"osf.io/4a6jk","yes",,"osf.io/4a6jk","yes",,"yes",
"a001257","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/VT4KJA","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VT4KJA","yes",,"yes",
"a001258","yes",,"yes",,"yes",,"osf.io/c5bmm","yes",,"osf.io/c5bmm","yes",,"yes",
"a001259","yes",,"yes",,"yes",,"osf.io/rstc5","yes",,"osf.io/rstc5","yes",,"yes",
"a001260","yes",,"yes",,"yes",,"osf.io/3cmz4","yes",,"osf.io/3cmz4","yes",,"yes",
"a001261","yes",,"yes",,"yes",,"osf.io/849kq","yes",,"osf.io/849kq","yes",,"yes",
"a001263","yes",,"yes",,"yes",,"osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c","yes",,"osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c","yes",,"yes",
"a001264","yes",,"yes",,"yes",,"osf.io/5kbx6","yes",,"osf.io/5kbx6","yes",,"yes",
"a001265","yes",,"no",,"other","Online article has direct links to files","intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.csv","yes",,"intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.csv","yes",,"yes",
"a001265","yes",,"no",,"other","Online article has direct links to files","intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.xlsx","yes",,"intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.xlsx","yes",,"yes",
"a001266","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/QO6EMT","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QO6EMT","yes",,"yes",
"a001268","yes",,"no",,"yes",,"osf.io/cky7g","yes",,"osf.io/cky7g","yes",,"yes",
"a001270","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/2E2M9Z","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2E2M9Z","yes",,"yes",
"a001273","yes",,"yes",,"yes",,"archaeologydataservice.ac.uk/archives/view/accord_ahrc_2015","yes",,"archaeologydataservice.ac.uk/archives/view/accord_ahrc_2015","yes",,"yes",
"a001274","yes",,"yes",,"yes",,"psy.fsu.edu/~catlab/alienssoa_pub/index.php","yes",,"psy.fsu.edu/~catlab/alienssoa_pub/index.php","yes",,"partial","2 out of the 3 files were able to be downloaded, but I was not allowed access to one zip file"
"a001275","yes",,"yes",,"yes",,"osf.io/dxvrq","yes",,"osf.io/dxvrq","yes",,"yes",
"a001277","yes",,"yes",,"yes",,"osf.io/45gch","yes",,"osf.io/45gch","yes",,"yes",
"a001278","yes",,"yes",,"yes",,"osf.io/bifc7","yes",,"osf.io/bifc7","yes",,"partial","Study repo contains large fMRI data files, only a couple were downloaded to check/confirm"
"a001279","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/YWZBUJ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ","yes",,"yes",
"a001280","yes",,"yes",,"yes",,"osf.io/cxc6f","yes",,"osf.io/cxc6f","yes",,"yes",
"a001281","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/H13U6G","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/H13U6G","yes",,"yes",
"a001283","yes",,"yes",,"yes",,"osf.io/uk5c7","yes",,"osf.io/uk5c7","yes",,"yes",
"a001284","yes",,"yes",,"yes",,"osf.io/dqgep","yes",,"osf.io/dqgep","yes",,"yes",
"a001285","yes",,"yes",,"yes",,"github.com/rnorouzian/i/blob/master/i.r","yes",,"github.com/rnorouzian/i/blob/master/i.r","yes",,"yes",
"a001285","yes",,"yes",,"yes",,"iris-database.org","other","link works, but is to the generic homepage. Searching required to find actual data","www.iris-database.org/iris/app/home/detail?id=york:935317, https://github.com/izeh/i, https://github.com/rnorouzian/i/blob/master/i.r","other","Registration form required before data can be downloaded","yes",
"a001285","yes",,"yes",,"yes",,"osf.io/jxd47","yes",,"osf.io/jxd47","yes",,"yes",
"a001286","yes",,"yes",,"yes",,"osf.io/4vx3z","yes",,"osf.io/4vx3z","yes",,"yes",
"a001287","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/ROLEY5","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ROLEY5","yes",,"yes",
"a001288","yes",,"yes",,"yes",,"dx.doi.org/10.17617/3.2v","yes",,"edmond.mpdl.mpg.de/imeji/collection/64vBL2yNY36dYZQv","yes",,"yes",
"a001289","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/JQEUBQ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JQEUBQ","yes",,"other","There were 6 files (documents) that were restricted due to copyright, all other files could be downloaded. For the restricted documents, there were links to where the original documents could be accessed separately, although three were paywalled (journal articles)"
"a001290","yes",,"yes",,"yes",,"osf.io/rsf86/?view_only=06347220b77940638f75e961edd10805","yes",,"osf.io/rsf86/?view_only=06347220b77940638f75e961edd10805","yes",,"yes",
"a001290","yes",,"yes",,"yes",,"osf.io/wqr73","yes",,"osf.io/wqr73","yes",,"yes",
"a001291","yes",,"yes",,"yes",,"osf.io/wgeum","yes",,"osf.io/wgeum","yes",,"yes",
"a001293","yes",,"yes",,"yes",,"doi.org/10.14284/329","yes",,"www.vliz.be/en/imis?dasid=4687&doiid=329","yes",,"yes",
"a001293","yes",,"yes",,"yes",,"doi.org/10.14284/PANGAEA.329","no","Invalid DOI",,,,,
"a001294","yes",,"yes",,"yes",,"osf.io/8juyc","yes",,"osf.io/8juyc","yes",,"yes",
"a001295","yes",,"yes",,"yes",,"osf.io/v8aih","yes",,"osf.io/v8aih","yes",,"yes",
"a001296","yes",,"yes",,"yes",,"iris-database.org","other","link works, but is to the generic homepage. Searching required to find actual data","iris-database.org/iris/app/home/detail?id=york:936622, https://iris-database.org/iris/app/home/detail?id=york:936623, https://iris-database.org/iris/app/home/detail?id=york:936624, https://iris-database.org/iris/app/home/detail?id=york:936625, https://iris-database.org/iris/app/home/detail?id=york:936626","other","Registration form required before data can be downloaded","yes",
"a001297","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OE9BNP","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OE9BNP","yes",,"yes",
"a001298","yes",,"yes",,"yes",,"osf.io/sd76g","yes",,"osf.io/sd76g","yes",,"yes",
"a001301","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/RXXQSQ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RXXQSQ","yes",,"yes",
"a001302","yes",,"yes",,"yes",,"doi:10.7910/DVN/BXXWWW","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BXXWWW","yes",,"yes",
"a001303","yes",,"yes",,"yes",,"osf.io/4exy7","yes",,"osf.io/4exy7","yes",,"yes",
"a001305","yes",,"yes",,"yes",,"osf.io/q4n2b","yes",,"osf.io/q4n2b","yes",,"yes",
"a001306","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/ZSJA25","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSJA25","yes",,"yes",
"a001308","yes",,"yes",,"yes",,"osf.io/wki3y","yes",,"osf.io/wki3y","yes",,"yes",
"a001309","yes",,"yes",,"yes",,"osf.io/chm94","yes",,"osf.io/chm94","yes",,"yes",
"a001310","yes",,"yes",,"yes",,"osf.io/27gwb","yes",,"osf.io/27gwb","yes",,"yes",
"a001311","yes",,"yes",,"yes",,"osf.io/4r9zs","yes",,"osf.io/4r9zs","yes",,"yes",
"a001313","yes",,"yes",,"yes",,"osf.io/uqh5d","yes",,"osf.io/uqh5d","yes",,"yes",
"a001314","yes",,"yes",,"yes",,"osf.io/vjacn","other","the link works, but is merely a placeholder link to the actual data repo which is hosted on GitHub","github.com/MandyZChen/Unifying-Space-Exp","yes",,"yes",
"a001316","yes",,"yes",,"yes",,"osf.io/9cmxw","yes",,"osf.io/9cmxw","yes",,"yes",
"a001317","yes",,"yes",,"yes",,"osf.io/j25fh","yes",,"osf.io/j25fh","yes",,"yes",
"a001318","yes",,"yes",,"yes",,"figshare.com/articles/NPQIP_final_analysis_set/5375275/1","yes",,"figshare.com/articles/NPQIP_final_analysis_set/5375275/1","yes",,"yes",
"a001319","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/3DK6JA","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/3DK6JA","yes",,"yes",
"a001320","yes",,"yes",,"yes",,"osf.io/4e7h9","yes",,"osf.io/4e7h9","yes",,"yes",
"a001321","yes",,"yes",,"yes",,"osf.io/dmbkw","yes",,"osf.io/dmbkw","yes",,"yes",
"a001326","yes",,"yes",,"yes",,"osf.io/5tus8","yes",,"osf.io/5tus8","yes",,"yes",
"a001327","yes",,"yes",,"yes",,"osf.io/fgn9y","yes",,"osf.io/fgn9y","yes",,"yes",
"a001328","yes",,"yes",,"yes",,"osf.io/mgbck","yes",,"osf.io/mgbck","yes",,"yes",
"a001329","yes",,"other","Appendix A states that supplementary data is available on journal website but the actual link to the shared data is in the body of the article.","yes",,"osf.io/rkae4","yes",,"osf.io/rkae4","yes",,"yes",
"a001330","yes",,"yes",,"yes",,"osf.io/s6p9v","yes",,"osf.io/s6p9v","yes",,"yes",
"a001331","yes",,"yes",,"yes",,"osf.io/27h68","yes",,"osf.io/27h68","yes",,"yes",
"a001332","yes",,"yes",,"yes",,"osf.io/68MES","yes",,"osf.io/68MES","yes",,"yes",
"a001333","yes",,"yes",,"yes",,"osf.io/mtsvy","yes",,"osf.io/mtsvy","yes",,"yes",
"a001334","yes",,"yes",,"yes",,"osf.io/2dc4p","yes",,"osf.io/2dc4p","yes",,"yes",
"a001336","yes",,"yes",,"yes",,"osf.io/m6p82","yes",,"osf.io/m6p82","yes",,"partial","Total download size 19.2GB across many folders - downloaded only some of them (2.31GB worth)"
"a001337","yes",,"yes",,"yes",,"osf.io/reky2","yes",,"osf.io/reky2","yes",,"yes",
"a001338","yes",,"yes",,"yes",,"osf.io/93m8y","yes",,"osf.io/93m8y","yes",,"yes",
"a001340","yes",,"yes",,"yes",,"figshare.com/projects/Effects_of_tDCS_over_posterior_parietal_cortex_on_episodic_memory_reconsolidation/64793","yes",,"figshare.com/projects/Effects_of_tDCS_over_posterior_parietal_cortex_on_episodic_memory_reconsolidation/64793","yes",,"yes",
"a001341","yes",,"yes",,"yes",,"osf.io/kewpu","yes",,"osf.io/kewpu","yes",,"yes",
"a001343","yes",,"yes",,"yes",,"osf.io/xefc4","yes",,"osf.io/xefc4","yes",,"yes",
"a001344","yes",,"yes",,"yes",,"osf.io/9yxmh","yes",,"osf.io/9yxmh","yes",,"yes",
"a001345","yes",,"yes",,"yes",,"osf.io/ugdnv","yes",,"osf.io/ugdnv","yes",,"yes",
"a001346","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/FZI6NO","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FZI6NO","yes",,"yes",
"a001348","yes",,"yes",,"yes",,"osf.io/nr24b","yes",,"osf.io/nr24b","yes",,"yes",
"a001349","yes",,"yes",,"yes",,"osf.io/rjdpc","yes",,"osf.io/rjdpc","yes",,"yes",
"a001350","yes",,"yes",,"yes",,"osf.io/b956g","yes",,"osf.io/b956g","yes",,"yes",
"a001350","yes",,"yes",,"yes",,"osf.io/vnkaz","yes",,"osf.io/vnkaz","yes",,"yes",
"a001351","yes",,"yes",,"yes",,"osf.io/4kanr","yes",,"osf.io/4kanr","yes",,"yes",
"a001352","yes",,"yes",,"yes",,"osf.io/kwvu6","yes",,"osf.io/kwvu6","yes",,"yes",
