"study_id","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","link_url_cleaned","link_work","link_work_noother","resolved_url_cleaned","files_exist","files_exist_other","download_success","download_success_other","is_repository","repository_name","all_notes","Publication Year","Author","Title","Publication Title","ISSN","DOI","Pages","Issue","Volume","OpenDataBadge","OpenMaterialsBadge","PreregisteredBadge","ErratumTag","effective_year","PROpenData","PRPreregistered","PROpenMaterials","DEPreregistered","TCPreregistered","PreregisteredPlus","final_data_avail_statement","final_art_has_links","final_link_works","final_files_exist","flag_credentials_required","final_download_success","final_download_success2"
"a000388","yes",,"yes",,"yes",,"doi.org/10.6084/m9.figshare.4743547.v1","yes",,"figshare.com/articles/Stats_-_In_an_Absolute_State_xlsx/4743547/1","yes",,"yes",,"yes","Figshare","kongmanas: I didn't have any problems with this article; oliver: (no note made)",2018,"Al-Mosaiwi, Mohammed; Johnstone, Tom","In an Absolute State: Elevated Use of Absolutist Words Is a Marker Specific to Anxiety, Depression, and Suicidal Ideation","Clinical Psychological Science","2167-7026","10.1177/2167702617747074","529-542","4",6,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000389","yes",,"yes",,"yes",,"osf.io/f78gs","yes",,"osf.io/f78gs","yes",,"yes",,"yes","Open Science Framework","matthew: No problems with this article; michelle: I didn't have any problems with this link; michelle: I didn't have any problems with this link; michelle: I didn't have any problems with this link; steve: Straightforward, no issues; steve: Straightforward, no issues; steve: Straightforward, no issues",2017,"West, Tessa V.; Koslov, Katrina; Page-Gould, Elizabeth; Major, Brenda; Mendes, Wendy Berry","Contagious Anxiety: Anxious European Americans Can Transmit Their Physiological Reactivity to African Americans","Psychological Science","0956-7976","10.1177/0956797617722551","1796-1806","12",28,TRUE,FALSE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000389","yes",,"yes",,"yes",,"osf.io/kq897","yes",,"osf.io/kq897","yes",,"yes",,"yes","Open Science Framework","matthew: No problems with this article; michelle: I didn't have any problems with this link; michelle: I didn't have any problems with this link; michelle: I didn't have any problems with this link; steve: Straightforward, no issues; steve: Straightforward, no issues; steve: Straightforward, no issues",2017,"West, Tessa V.; Koslov, Katrina; Page-Gould, Elizabeth; Major, Brenda; Mendes, Wendy Berry","Contagious Anxiety: Anxious European Americans Can Transmit Their Physiological Reactivity to African Americans","Psychological Science","0956-7976","10.1177/0956797617722551","1796-1806","12",28,TRUE,FALSE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000389","yes",,"yes",,"yes",,"www.psych.nyu.edu/westlab/lab-resources.html","yes",,"www.psych.nyu.edu/westlab/lab-resources.html","yes",,"yes",,"no",,"matthew: No problems with this article; michelle: I didn't have any problems with this link; michelle: I didn't have any problems with this link; michelle: I didn't have any problems with this link; steve: Straightforward, no issues; steve: Straightforward, no issues; steve: Straightforward, no issues",2017,"West, Tessa V.; Koslov, Katrina; Page-Gould, Elizabeth; Major, Brenda; Mendes, Wendy Berry","Contagious Anxiety: Anxious European Americans Can Transmit Their Physiological Reactivity to African Americans","Psychological Science","0956-7976","10.1177/0956797617722551","1796-1806","12",28,TRUE,FALSE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000390","yes",,"yes",,"yes",,"DOI 10.7910/DVN/SURSEO","other","DOI provided without link, but searching via DOI resolves the url","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SURSEO","yes",,"yes",,"yes","Harvard Dataverse","evelyn: The link is missing the ""http://"" such that when you click or copy directly from the paper, the link does not work.; oliver: (no note made); steve: Only raw DOI was provided but otherwise straightforward",2017,"King, Gary; Lucas, Christopher; Nielsen, Richard A.","The Balance‐Sample Size Frontier in Matching Methods for Causal Inference","American Journal of Political Science","1540-5907","10.1111/ajps.12272","473-489","2",61,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000391","yes",,"yes",,"other","Article contains both links and provides accession numbers to data resources without hyperlinks","European Bioinformations Institute Accession No. PRJEB11414","other","Needed to navigate to European Bioinformatics Institute website and search by accession number","www.ebi.ac.uk/ena/browser/view/PRJEB11414","yes",,"partial","Files exceed 100MB - single file plus metadata downloaded","yes","European Nucleotide Archive","michelle: Did not download data as form is required to be filled out; michelle: I didn't have any problems with this link; sophia: I didn't have any problems with this article; steve: Large genetic dataset many GB; steve: Straightforward, no issues; steve: Straightforward, no issues; steve: Was able to download all files listed on page",2019,"Clayton, Jonathan B.; Shields‐Cutler, Robin R.; Hoops, Susan L.; Al‐Ghalith, Gabriel A.; Sha, John C. M.; Johnson, Timothy J.; Knights, Dan","Bacterial community structure and function distinguish gut sites in captive red-shanked doucs (Pygathrix nemaeus)","American Journal of Primatology","1098-2345","10.1002/ajp.22977","e22977","10-11",81,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","partial","yes"
"a000391","yes",,"yes",,"other","Article contains both links and provides accession numbers to data resources without hyperlinks","European Bioinformations Institute Accession No. PRJEB30873","other","Needed to navigate to European Bioinformatics Institute website and search by accession number","www.ebi.ac.uk/ena/browser/view/PRJEB30873","yes",,"yes",,"yes","European Nucleotide Archive","michelle: Did not download data as form is required to be filled out; michelle: I didn't have any problems with this link; sophia: I didn't have any problems with this article; steve: Large genetic dataset many GB; steve: Straightforward, no issues; steve: Straightforward, no issues; steve: Was able to download all files listed on page",2019,"Clayton, Jonathan B.; Shields‐Cutler, Robin R.; Hoops, Susan L.; Al‐Ghalith, Gabriel A.; Sha, John C. M.; Johnson, Timothy J.; Knights, Dan","Bacterial community structure and function distinguish gut sites in captive red-shanked doucs (Pygathrix nemaeus)","American Journal of Primatology","1098-2345","10.1002/ajp.22977","e22977","10-11",81,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000391","yes",,"yes",,"other","Article contains both links and provides accession numbers to data resources without hyperlinks","github.com/knights-lab/douc_gut_sites","yes",,"github.com/knights-lab/douc_gut_sites","yes",,"yes",,"yes","Github","michelle: Did not download data as form is required to be filled out; michelle: I didn't have any problems with this link; sophia: I didn't have any problems with this article; steve: Large genetic dataset many GB; steve: Straightforward, no issues; steve: Straightforward, no issues; steve: Was able to download all files listed on page",2019,"Clayton, Jonathan B.; Shields‐Cutler, Robin R.; Hoops, Susan L.; Al‐Ghalith, Gabriel A.; Sha, John C. M.; Johnson, Timothy J.; Knights, Dan","Bacterial community structure and function distinguish gut sites in captive red-shanked doucs (Pygathrix nemaeus)","American Journal of Primatology","1098-2345","10.1002/ajp.22977","e22977","10-11",81,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000391","yes",,"yes",,"other","Article contains both links and provides accession numbers to data resources without hyperlinks","iris-database.org/iris/app/home/detail?id=york:934328","yes",,"www.iris-database.org/iris/app/home/detail?id=york:934328","other","Registration form required before data can be downloaded","yes",,"yes","IRIS","michelle: Did not download data as form is required to be filled out; michelle: I didn't have any problems with this link; sophia: I didn't have any problems with this article; steve: Large genetic dataset many GB; steve: Straightforward, no issues; steve: Straightforward, no issues; steve: Was able to download all files listed on page",2019,"Clayton, Jonathan B.; Shields‐Cutler, Robin R.; Hoops, Susan L.; Al‐Ghalith, Gabriel A.; Sha, John C. M.; Johnson, Timothy J.; Knights, Dan","Bacterial community structure and function distinguish gut sites in captive red-shanked doucs (Pygathrix nemaeus)","American Journal of Primatology","1098-2345","10.1002/ajp.22977","e22977","10-11",81,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000392","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/RJAUNW","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RJAUNW","yes",,"yes",,"yes","Harvard Dataverse","evelyn: Data files exceed 100MB; sophia: I didn't have any problems with this article",2017,"Beauchamp, Nicholas","Predicting and Interpolating State‐Level Polls Using Twitter Textual Data","American Journal of Political Science","1540-5907","10.1111/ajps.12274","490-503","2",61,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000393","yes",,"yes",,"yes",,"osf.io/9ge7n","yes",,"osf.io/9ge7n","yes",,"yes",,"yes","Open Science Framework","andy: Link to main OSF page https://osf.io/vkjsf/; matthew: No problems with this article; steve: Straightforward, no issues",2019,"Fradkin, Isaac; Eitam, Baruch; Strauss, Asher Y.; Huppert, Jonathan D.","Thoughts as Unexpected Intruders: Context, Obsessive-Compulsive Symptoms, and the Sense of Agency Over Thoughts","Clinical Psychological Science","2167-7026","10.1177/2167702618797102","162-180","1",7,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000394","yes",,"yes",,"yes",,"osf.io/sr9f4","yes",,"osf.io/sr9f4","yes",,"yes",,"yes","Open Science Framework","andy: No issues; steve: Straightforward, no issues",2018,"Titone, Debra; Tiv, Mehrgol; Pexman, Penny M.","The status of women cognitive scientists in Canada: Insights from publicly available NSERC funding data","Canadian Journal of Experimental Psychology","1878-7290(Electronic),1196-1961(Print)","10.1037/cep0000150","81-90","2",72,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000395","yes",,"yes",,"yes",,"doi.org/10.17863/CAM.31530","yes",,"www.repository.cam.ac.uk/handle/1810/284168","yes",,"yes",,"yes","Apollo (University of Cambridge)","andy: No issues; steve: Straightforward, no issues",2019,"Teleti, Praveen R.; Rees, W. G.; Dowdeswell, Julian A.; Wilkinson, Clive","A historical Southern Ocean climate dataset from whaling ships’ logbooks","Geoscience Data Journal","2049-6060","10.1002/gdj3.65","30-40","1",6,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000398","yes",,"yes",,"yes",,"doi.org/10.1594/PANGAEA.885879","yes",,"doi.pangaea.de/10.1594/PANGAEA.885879","yes",,"yes",,"yes","PANGAEA","andy: No issues; steve: Straightforward, no issues",2018,"Reavie, Euan D.; Cai, Meijun; Brown, Terry N.","Historical watershed stressors for the Laurentian Great Lakes","Geoscience Data Journal","2049-6060","10.1002/gdj3.53","4-8","1",5,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000399","yes",,"yes",,"yes",,"dx.doi.org/10.5061/dryad.5t0b8","yes",,"datadryad.org/stash/dataset/doi:10.5061/dryad.5t0b8","yes",,"yes",,"yes","Dryad","aniruddah: Download size exceed 100MB.; kongmanas: I didn't have any problems with this article",2016,"Rosati, Alexandra G.; Santos, Laurie R.","Spontaneous Metacognition in Rhesus Monkeys","Psychological Science","0956-7976","10.1177/0956797616653737","1181-1191","9",27,TRUE,TRUE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000400","yes",,"yes",,"other","Article mentions that data is available as supporting materials","doi.org/10.1002/jnr.24441","yes",,"onlinelibrary.wiley.com/doi/full/10.1002/jnr.24441","other","Some files exist, but in the body of the text, it is noted that raw data is available upon request","yes",,"no",,"kongmanas: There was no link to the repository, only supplementary information at the end of the article; sophia: (no note made); steve: There are data files included as supplementary material, but raw data was not included - it is available on request",2019,"Tse, Karen; Hammond, Dean; Simpson, Deborah; Beynon, Robert J.; Beamer, Edward; Tymianski, Michael; Salter, Michael W.; Sills, Graeme J.; Thippeswamy, Thimmasettappa","The impact of postsynaptic density 95 blocking peptide (Tat-NR2B9c) and an iNOS inhibitor (1400W) on proteomic profile of the hippocampus in C57BL/6J mouse model of kainate-induced epileptogenesis","Journal of Neuroscience Research","1097-4547","10.1002/jnr.24441","1378-1392","11",97,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000401","yes",,"yes",,"yes",,"osf.io/c5ju9","yes",,"osf.io/c5ju9","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; kongmanas: I didn't have any problems with this article",2017,"Orghian, Diana; Smith, Anna; Garcia-Marques, Leonel; Heinke, Dietmar","Capturing spontaneous trait inference with the modified free association paradigm","Journal of Experimental Social Psychology","0022-1031","10.1016/j.jesp.2017.07.004","243-258",,73,TRUE,FALSE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000402","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/I0VEMG","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/I0VEMG","yes",,"yes",,"yes","Harvard Dataverse","aniruddah: No issues with this article.; evelyn: I didn't have any problems with this article",2017,"Leemann, Lucas; Wasserfallen, Fabio","Extending the Use and Prediction Precision of Subnational Public Opinion Estimation","American Journal of Political Science","1540-5907","10.1111/ajps.12319","1003-1022","4",61,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000403","yes",,"yes",,"yes",,"osf.io/92xqk","yes",,"osf.io/92xqk","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; evelyn: I didn't have any problems with this article; steve: Straightforward, no issues",2016,"Pritschet, Laura; Powell, Derek; Horne, Zachary","Marginally Significant Effects as Evidence for Hypotheses: Changing Attitudes Over Four Decades","Psychological Science","0956-7976","10.1177/0956797616645672","1036-1042","7",27,TRUE,FALSE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000404","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FVWZZLO&version=DRAFT","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FVWZZLO&version=DRAFT","yes",,"yes",,"yes","Harvard Dataverse","adrian: (no note made); kongmanas: I didn't have any problems with this article",2018,"Djupe, Paul A.; Neiheisel, Jacob R.; Sokhey, Anand E.","Reconsidering the Role of Politics in Leaving Religion: The Importance of Affiliation","American Journal of Political Science","1540-5907","10.1111/ajps.12308","161-175","1",62,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000406","yes",,"yes",,"yes",,"osf.io/b9tse","yes",,"osf.io/b9tse","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; steve: Straightforward, no issues",2018,"Cha, Oakyoon; Chong, Sang Chul","Perceived Average Orientation Reflects Effective Gist of the Surface","Psychological Science","0956-7976, 1467-9280","10.1177/0956797617735533","319-327","3",29,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000407","yes",,"yes",,"yes",,"hdl.handle.net/10871/24754","yes",,"ore.exeter.ac.uk/repository/handle/10871/24754","yes",,"yes",,"yes","Open Research Exeter (University of Exeter)","evelyn: Total data file size is 5.188GB and was therefore not downloaded; kongmanas: It took more than 15 minutes to download The data files",2017,"Elchlepp, Heike; Best, Maisy; Lavric, Aureliu; Monsell, Stephen","Shifting Attention Between Visual Dimensions as a Source of Switch Costs","Psychological Science","0956-7976","10.1177/0956797616686855","470-481","4",28,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000408","yes",,"no",,"yes",,"osf.io/nrf72","yes",,"osf.io/nrf72","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; sophia: I didn't have any problems with this article; steve: Link was hard to find in paper, but otherwise straightforward",2015,"Wesselmann, Eric D.; Wirth, James H.; Pryor, John B.; Reeder, Glenn D.; Williams, Kipling D.","The Role of Burden and Deviation in Ostracizing Others","The Journal of Social Psychology","0022-4545","10.1080/00224545.2015.1060935","483-496","5",155,TRUE,TRUE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no","yes","yes","yes","no","yes","yes"
"a000409","yes",,"yes",,"yes",,"doi.org/10.6084/m9.figshare.4742935.v2","yes",,"figshare.com/articles/Materials_for_Pupillary_Responses_to_Words_That_Convey_a_Sense_of_Brightness_or_Darkness/4742935/2","yes",,"yes",,"yes","Figshare","adrian: File 375MB. Did not upload to Drive; evelyn: Data files exceeded 100MB; phuong: (no note made)",2017,"Mathôt, Sebastiaan; Grainger, Jonathan; Strijkers, Kristof","Pupillary Responses to Words That Convey a Sense of Brightness or Darkness","Psychological Science","0956-7976","10.1177/0956797617702699","1116-1124","8",28,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
