"study_id","link_url_cleaned","resolved_url_cleaned","is_repository","repository_name"
"a001608","doi.org/10.7910/DVN/BZ9Z2D","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BZ9Z2D","yes","Harvard Dataverse"
"a001609","doi.org/10.7910/DVN/AGIMGY","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AGIMGY","yes","Harvard Dataverse"
"a001610","osf.io/8cwgx","osf.io/8cwgx","yes","Open Science Framework"
"a001611","osf.io/bdnqr","crumplab.github.io/EntropyTyping","yes","Github"
"a001613","osf.io/4m2bq","osf.io/4m2bq","yes","Open Science Framework"
"a001614","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MVGYWG",,"yes","Harvard Dataverse"
"a001615","osf.io/vj9ts","osf.io/vj9ts","yes","Open Science Framework"
"a001618","doi.org/10.7910/DVN/8ZJBLI","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8ZJBLI","yes","Harvard Dataverse"
"a001619","osf.io/stv79","osf.io/stv79","yes","Open Science Framework"
"a001621","dx.doi.org/10.6084/m9.figshare.c.3468495.v2","figshare.com/collections/Mental_Representations_of_Welfare_Recipients/3468495/2","yes","Figshare"
"a001622","osf.io/yiupc","osf.io/yiupc","yes","Open Science Framework"
"a001623","osf.io/vjwsg","osf.io/vjwsg","yes","Open Science Framework"
"a001624","osf.io/xqvkb","osf.io/xqvkb","yes","Open Science Framework"
"a001627","doi.org/10.7910/DVN/QSXDUN","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QSXDUN","yes","Harvard Dataverse"
"a001628","osf.io/7gy85","osf.io/7gy85","yes","Open Science Framework"
"a001628","osf.io/bxj9d","osf.io/bxj9d","yes","Open Science Framework"
"a001633","osf.io/xz3ap","osf.io/xz3ap","yes","Open Science Framework"
"a001634","hrsonline.isr.umich.edu","hrsonline.isr.umich.edu","yes","Health and Retirement Study Data Portal (University of Michigan)"
"a001634","midus.colectica.org","midus.colectica.org/Account/Login","no",
"a001635","osf.io/psfwz","osf.io/psfwz","yes","Open Science Framework"
"a001637","doi.org/10.7910/DVN/KYI9AR","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KYI9AR","yes","Harvard Dataverse"
"a001639","osf.io/hekts","osf.io/hekts","yes","Open Science Framework"
"a001640","osf.io/t43sb","osf.io/t43sb","yes","Open Science Framework"
"a001641","osf.io/2xg9u","osf.io/2xg9u","yes","Open Science Framework"
"a001642","osf.io/nquws/files","osf.io/nquws/files","yes","Open Science Framework"
"a001644","osf.io/f54qe","osf.io/f54qe","yes","Open Science Framework"
"a001645","osf.io/bpwf8","osf.io/bpwf8","yes","Open Science Framework"
"a001646","osf.io/83v4u","osf.io/83v4u","yes","Open Science Framework"
"a001647","osf.io/vhcu8","osf.io/vhcu8","yes","Open Science Framework"
"a001648","osf.io/2qncf","osf.io/2qncf","yes","Open Science Framework"
"a001649","osf.io/5qd94","osf.io/5qd94","yes","Open Science Framework"
"a001651","osf.io/mw3rb","osf.io/mw3rb","yes","Open Science Framework"
"a001653","osf.io/5t0b7","osf.io/5t0b7","yes","Open Science Framework"
"a001654","figshare.com/articles/Mapping_the_Structure_of_the_Archaeological_Web/1008911","figshare.com/articles/Mapping_the_Structure_of_the_Archaeological_Web/1008911","yes","Figshare"
"a001655","osf.io/2cv4x/?view_only=d192b6df6a7b4c1ea49d19e819330f80","osf.io/2cv4x/?view_only=d192b6df6a7b4c1ea49d19e819330f80","yes","Open Science Framework"
"a001658","dx.doi.org/10.17605/OSF.IO/MGBVC","osf.io/mgbvc","yes","Open Science Framework"
"a001659","osf.io/yedsz","osf.io/yedsz","yes","Open Science Framework"
"a001660","osf.io/nqas7","osf.io/nqas7","yes","Open Science Framework"
"a001661","dx.doi.org/10.7910/DVN/WPKTKJ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WPKTKJ","yes","Harvard Dataverse"
"a001662","osf.io/qwy4b","osf.io/qwy4b","yes","Open Science Framework"
"a001663","osf.io/ceqth","osf.io/ceqth","yes","Open Science Framework"
