study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes
a001458,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.23668/psycharchives.790,yes,NA,https://www.psycharchives.org/handle/20.500.12034/584,yes,NA,Psych Archive,yes,NA,yes,NA,I didn't have any problems with this article
a001460,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/b4nvf/,yes,NA,https://osf.io/b4nvf/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001637,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/KYI9AR,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KYI9AR,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a000054,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/hgcet/,yes,NA,https://osf.io/hgcet/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000109,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/2ckz9,yes,NA,https://osf.io/2ckz9,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000185,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/38apk/?view_only=66833d11e36f4af8a17e56d45ac5e379,yes,NA,https://osf.io/38apk/?view_only=66833d11e36f4af8a17e56d45ac5e379,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000208,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/3c4ue/,yes,NA,https://osf.io/3c4ue/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000272,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/p6jfq/,yes,NA,https://osf.io/p6jfq/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB
a000272,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/vhme2/,yes,NA,https://osf.io/vhme2/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000276,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/x25ea/,yes,NA,https://osf.io/x25ea/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000282,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/szvxd/,yes,NA,https://osf.io/szvxd/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000284,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.2593735,yes,NA,https://zenodo.org/record/2593735,yes,NA,Zenodo,yes,NA,yes,NA,I didn't have any problems with this article
a000409,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.6084/m9.figshare.4742935.v2,yes,NA,https://figshare.com/articles/Materials_for_Pupillary_Responses_to_Words_That_Convey_a_Sense_of_Brightness_or_Darkness/4742935/2,yes,NA,Figshare,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB
a000438,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/snfjx,yes,NA,http://www.osf.io/snfjx,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000450,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ry75j/,yes,NA,https://osf.io/ry75j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000452,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/arqp8/,yes,NA,https://osf.io/arqp8/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB
a000495,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,2,1,https://openneuro.org/datasets/ds000223/versions/00001,yes,NA,https://openneuro.org/datasets/ds000223/versions/00001,yes,NA,Open Neuro,yes,NA,other,Download took over five minutes,Download took over five minutes
a000495,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,2,2,https://github.com/iancballard/magnitude,yes,NA,https://github.com/iancballard/magnitude,yes,NA,Github,yes,NA,yes,NA,I didn't have any problems with this article
a000502,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8q769/,yes,NA,https://osf.io/8q769/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000465,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,1,1,https://nyu.databrary.org/volume/79,yes,NA,https://nyu.databrary.org/volume/79,yes,NA,Databrary,yes,NA,no,NA,"I can not download the file, a new window just popped up and said 'something went wrong'"
a000473,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5061/dryad.d2441.,yes,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.d2441,yes,NA,Dryad,yes,NA,yes,NA,I didn't have any problems with this article
a000062,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,1,1,http://thedata.harvard.edu/dvn/dv/PainData,yes,NA,https://dataverse.harvard.edu/dataverse/PainData,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article
a001027,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,NACDA,yes,NA,other,Need to register to access to NACDA,The registration is needed to download the data file
a001027,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,2,2,http://midus.colectica.org/,other,Need to register to access to the MIDUS Portal’s content and functionality.,(not completed by coder),other,(not completed by coder),NA,other,(not completed by coder),other,(not completed by coder),The registration is needed to access to the link destination
a000880,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,1,1,http://pisa2006.acer.edu.au/downloads.php,no,The site can’t be reached,NA,NA,NA,NA,NA,NA,NA,NA,The provided link didn't work
a000042,kongmanas,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/a8sv7/?view_only=cf0e445e30354e22bb53b82242fd94d8,yes,NA,https://osf.io/a8sv7/?view_only=cf0e445e30354e22bb53b82242fd94d8,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000074,kongmanas,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t9c52/,yes,NA,https://osf.io/t9c52,yes,NA,OSF,no,NA,NA,NA,There is no available data file; only said 'no response'
a000119,kongmanas,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/3ymbu/,yes,NA,https://osf.io/3ymbu,yes,NA,OSF,no,NA,NA,NA,There is no available data file.
a000151,kongmanas,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ugdcz/,yes,NA,https://osf.io/ugdcz/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000156,kongmanas,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/3csng/,yes,NA,https://osf.io/3csng/,yes,NA,OSF,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000158,kongmanas,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17632/yrpjzfmzpz.3.,yes,NA,https://data.mendeley.com/datasets/yrpjzfmzpz/3,yes,NA,Mendeley,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000169,kongmanas,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4cg2s/,yes,NA,https://osf.io/4cg2s/,yes,NA,OSF,yes,NA,partial,one file is already deleted,"The file ""analysesInManuscript.R"" stored on OSF Storage was deleted by Anders Sand, but other data files are still downloaded"
a000178,kongmanas,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ydpbf/,yes,NA,https://osf.io/ydpbf/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000247,kongmanas,2020-04-03,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/47tnc/,yes,NA,https://osf.io/47tnc/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000247,kongmanas,2020-04-03,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/gvm2z/,yes,NA,https://osf.io/gvm2z/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000257,kongmanas,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/f23tn/?view_only=eb1aad8f01004d02934d872717bf9db1,yes,NA,https://osf.io/f23tn/?view_only%C2%BCeb1aad8f01004d02934d872717bf9db1.,yes,NA,OSF,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000320,kongmanas,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/pr3hf/.,yes,NA,https://osf.io/pr3hf/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000369,kongmanas,2020-04-04,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/5fbac/,yes,NA,https://osf.io/5fbac,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000369,kongmanas,2020-04-04,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/gx4j7/,yes,NA,https://osf.io/gx4j7/,yes,NA,OSF,other,only addiction registration file exist,yes,NA,"No data file available, there is only addiction registration file."
a000450,kongmanas,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ry75j,yes,NA,https://osf.io/ry75j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000557,kongmanas,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8cd4r/,yes,NA,https://osf.io/8cd4r/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000582,kongmanas,2020-04-04,yes,NA,yes,NA,no,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,There is no link provided in the article
a000601,kongmanas,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4bwq3/,yes,NA,https://osf.io/4bwq3,yes,NA,OSF,other,"the repository only had a link to another repository, https://osf.io/fc463/?view_only=, which did contain data files",yes,NA,"There is no available data file in the link destination. However, there is a link which is connected to another repository which all data files are listed and could be downloaded."
a000608,kongmanas,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,osf.io/9ungb/,yes,NA,https://osf.io/9ungb,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000624,kongmanas,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,https://dx.doi.org/10.17632/fdmshk2d5x.1,yes,NA,https://data.mendeley.com/datasets/fdmshk2d5x/1,yes,NA,Mendeley,yes,NA,yes,NA,I didn't have any problems with this article
a000706,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,osf.io/bmpj9,yes,NA,https://osf.io/bmpj9,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000708,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/vkmep,yes,NA,https://osf.io/vkmep/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000736,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/K7OCDX,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/K7OCDX,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article
a000747,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5bdwk/,yes,NA,https://osf.io/5bdwk/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000748,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/aegr4/,yes,NA,https://osf.io/aegr4/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000943,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/R3GZZW,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R3GZZW,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article
a000946,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,http://osf.io/hd6fw,yes,NA,https://osf.io/hd6fw/,yes,NA,OSF,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000955,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,http://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7.,yes,NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7.,yes,NA,ICPSR,no,NA,NA,NA,There is no available data file.
a000981,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/WOI8EU,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WOI8EU,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article
a000989,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/73e54/,yes,NA,https://osf.io/73e54/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001132,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9z3nw/,yes,NA,https://osf.io/9z3nw/,yes,NA,OSF,yes,NA,other,It took more than 15 minutes to download The data files,It took more than 15 minutes to download The data files
a001216,kongmanas,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ydnfe/,yes,NA,https://osf.io/ydnfe/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001231,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/esw34/,yes,NA,https://osf.io/esw34/,yes,NA,OSF,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a001233,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/TVZQG6,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TVZQG6,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article
a001246,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/e5bvj/,yes,NA,https://osf.io/e5bvj,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001247,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org/,yes,NA,https://iris-database.org/iris/app/home/index;jsessionid=5BCE88A2C1B19F25A602F9BC2F29B920,yes,NA,IRIS,yes,NA,other,Need to register to before access to download,The registration is needed to download the data file
a001305,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/q4n2b/,yes,NA,https://osf.io/q4n2b,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001369,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,no,the link destination was not found,NA,NA,NA,NA,NA,NA,NA,NA,The provided link didn't work
a001377,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/j2g7t/,yes,NA,https://osf.io/j2g7t/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001499,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,osf.io/6b4ag,yes,NA,https://osf.io/6b4ag/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001556,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/WPVSMH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WPVSMH,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article
a001568,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://figshare.com/articles/The_Road_to_Bribery_and_Corruption/3849237,yes,NA,https://figshare.com/articles/The_Road_to_Bribery_and_Corruption/3849237,yes,NA,figshare,yes,NA,yes,NA,I didn't have any problems with this article
a000016,kongmanas,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/cp76s,yes,NA,https://osf.io/cp76s,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000022,kongmanas,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/cwqsu/?view_only=Noneandhttps://osf.io/cwqsu/?view_only=None,yes,NA,https://osf.io/cwqsu/?view_only=Noneandhttps://osf.io/cwqsu/?view_only=None,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000080,kongmanas,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4x8tn/,yes,NA,https://osf.io/4x8tn/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000195,kongmanas,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/Z5TE6/,yes,NA,https://osf.io/Z5TE6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000219,kongmanas,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.1016/j.jesp.2017.07.005,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103116304292?via%3Dihub,other,The data file is in the ScienceDirect t website,NA,yes,NA,other,Need to register to before access to download,The data file is in the ScienceDirect website and the registration is needed to download the data file
a000296,kongmanas,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.6084/m9.figshare.7271480.v1,yes,NA,https://figshare.com/articles/The_Co-occurrence_of_Pitch_and_Rhythm_Disorders_in_Congenital_Amusia/7271480/1,yes,NA,figshare,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000336,kongmanas,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nydsz/,yes,NA,https://osf.io/nydsz/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000361,kongmanas,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,http://osf.io/ft462/,yes,NA,https://osf.io/ft462/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000400,kongmanas,2020-04-08,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There was no link to the repository, only supplementary information at the end of the article"
a000423,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/D5DEHM,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D5DEHM,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article
a000452,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/arqp8/.,yes,NA,https://osf.io/arqp8/,yes,NA,OSF,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000470,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/h5nbu/,yes,NA,https://osf.io/h5nbu/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000552,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/78ukq/,yes,NA,https://osf.io/78ukq/,yes,NA,OSF,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000589,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/QBHGRC,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QBHGRC,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article
a000721,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,osf.io/4ufvz,yes,NA,https://osf.io/4ufvz/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000771,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ycx49/,yes,NA,https://osf.io/ycx49,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000785,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org/,yes,NA,https://iris-database.org/iris/app/home/detail?id=york%3a936215&ref=search,yes,NA,IRIS,other,Need to register to before access to download,no,NA,The registration is needed to download the data file
a000834,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/anpbm/,yes,NA,https://osf.io/anpbm/,yes,NA,OSF,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000849,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/NQOWDE,no,the link destination was not found,NA,NA,NA,NA,NA,NA,NA,NA,The provided link didn't work
a000860,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,osf.io/trwb4/,yes,NA,https://osf.io/trwb4,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000914,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,3,1,https://osf.io/96cx7/,yes,NA,https://osf.io/96cx7,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000914,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,3,2,https://github.com/dyurovsky/noisy-kids,yes,NA,https://github.com/dyurovsky/noisy-kids,yes,NA,GitHub,yes,NA,yes,NA,I didn't have any problems with this article
a000914,kongmanas,2020-04-10,yes,NA,yes,NA,yes,NA,3,3,http://dyurovsky.github.io/noisy-kids/,yes,NA,http://dyurovsky.github.io/noisy-kids/,yes,NA,GitHub,no,NA,NA,NA,The link destination does not contain data files. It only contains codes and results of experiments.
a000923,kongmanas,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/MYDZNF,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MYDZNF,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article
a000941,kongmanas,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/abq5f/.,yes,NA,https://osf.io/abq5f/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000942,kongmanas,2020-04-10,yes,NA,yes,NA,yes,NA,5,1,https://zenodo.org/record/3260451?token¼eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDY5Njc5OSwiaWF0IjoxNTYyMDYwOTk2fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNDUxfSwiaWQiOjMzMzUsInJuZCI6ImFjZGU4N2JiIn0.QMXB0Y2gQu583IAgnmt_UrOn97TQUDWASIlMdMMAYZLyOxXPn1CSvdZnRan08LFfDqEfDtjFzk9IOSogj4r77Q.,yes,NA,https://zenodo.org/record/3260451?token%C2%BCeyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDY5Njc5OSwiaWF0IjoxNTYyMDYwOTk2fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNDUxfSwiaWQiOjMzMzUsInJuZCI6ImFjZGU4N2JiIn0.QMXB0Y2gQu583IAgnmt_UrOn97TQUDWASIlMdMMAYZLyOxXPn1CSvdZnRan08LFfDqEfDtjFzk9IOSogj4r77Q.#.Xo756MgzZPY,yes,NA,Zenodo,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
a000942,kongmanas,2020-04-10,yes,NA,yes,NA,yes,NA,5,2,https://zenodo.org/record/3260668?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1NDA0fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNjY4fSwiaWQiOjMzNDIsInJuZCI6IjNjMTFlZWQwIn0.EXvZRFcHpIiYua7_zS5hIvmOKAYvqyAK4TWZa72nJ1l6WVAajRvLjcZchcCQ1A6qbm2PBmVJyeB5lni7k,yes,NA,https://zenodo.org/record/3260668?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1NDA0fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNjY4fSwiaWQiOjMzNDIsInJuZCI6IjNjMTFlZWQwIn0.EXvZRFcHpIiYua7_zS5hIvmOKAYvqyAK4TWZa72nJ1l6WVAajRvLjcZchcCQ1A6qbm2PBmVJyeB5lni7k#.Xo74qsgzZPY,yes,NA,Zenodo,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data"
