study_id,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,link_url_cleaned,link_work,link_work_noother,resolved_url_cleaned
a001264,yes,NA,yes,NA,yes,NA,osf.io/5kbx6,yes,NA,osf.io/5kbx6
a001265,yes,NA,no,NA,other,Online article has direct links to files,intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.csv,yes,NA,intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.csv
a001265,yes,NA,no,NA,other,Online article has direct links to files,intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.xlsx,yes,NA,intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.xlsx
a001266,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/QO6EMT,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QO6EMT
a001268,yes,NA,no,NA,yes,NA,osf.io/cky7g,yes,NA,osf.io/cky7g
a001270,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/2E2M9Z,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2E2M9Z
a001273,yes,NA,yes,NA,yes,NA,archaeologydataservice.ac.uk/archives/view/accord_ahrc_2015,yes,NA,archaeologydataservice.ac.uk/archives/view/accord_ahrc_2015
a001274,yes,NA,yes,NA,yes,NA,psy.fsu.edu/~catlab/alienssoa_pub/index.php,yes,NA,psy.fsu.edu/~catlab/alienssoa_pub/index.php
a001275,yes,NA,yes,NA,yes,NA,osf.io/dxvrq,yes,NA,osf.io/dxvrq
a001277,yes,NA,yes,NA,yes,NA,osf.io/45gch,yes,NA,osf.io/45gch
a001278,yes,NA,yes,NA,yes,NA,osf.io/bifc7,yes,NA,osf.io/bifc7
a001279,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/YWZBUJ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ
a001280,yes,NA,yes,NA,yes,NA,osf.io/cxc6f,yes,NA,osf.io/cxc6f
a001281,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/H13U6G,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/H13U6G
a001283,yes,NA,yes,NA,yes,NA,osf.io/uk5c7,yes,NA,osf.io/uk5c7
a001284,yes,NA,yes,NA,yes,NA,osf.io/dqgep,yes,NA,osf.io/dqgep
a001285,yes,NA,yes,NA,yes,NA,github.com/rnorouzian/i/blob/master/i.r,yes,NA,github.com/rnorouzian/i/blob/master/i.r
a001285,yes,NA,yes,NA,yes,NA,iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data","www.iris-database.org/iris/app/home/detail?id=york:935317, https://github.com/izeh/i, https://github.com/rnorouzian/i/blob/master/i.r"
a001285,yes,NA,yes,NA,yes,NA,osf.io/jxd47,yes,NA,osf.io/jxd47
a001286,yes,NA,yes,NA,yes,NA,osf.io/4vx3z,yes,NA,osf.io/4vx3z
a001287,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/ROLEY5,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ROLEY5
a001288,yes,NA,yes,NA,yes,NA,dx.doi.org/10.17617/3.2v,yes,NA,edmond.mpdl.mpg.de/imeji/collection/64vBL2yNY36dYZQv
a001289,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/JQEUBQ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JQEUBQ
a001290,yes,NA,yes,NA,yes,NA,osf.io/rsf86/?view_only=06347220b77940638f75e961edd10805,yes,NA,osf.io/rsf86/?view_only=06347220b77940638f75e961edd10805
a001290,yes,NA,yes,NA,yes,NA,osf.io/wqr73,yes,NA,osf.io/wqr73
a001291,yes,NA,yes,NA,yes,NA,osf.io/wgeum,yes,NA,osf.io/wgeum
a001293,yes,NA,yes,NA,yes,NA,doi.org/10.14284/329,yes,NA,www.vliz.be/en/imis?dasid=4687&doiid=329
a001293,yes,NA,yes,NA,yes,NA,doi.org/10.14284/PANGAEA.329,no,Invalid DOI,NA
a001294,yes,NA,yes,NA,yes,NA,osf.io/8juyc,yes,NA,osf.io/8juyc
a001295,yes,NA,yes,NA,yes,NA,osf.io/v8aih,yes,NA,osf.io/v8aih
a001296,yes,NA,yes,NA,yes,NA,iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data","iris-database.org/iris/app/home/detail?id=york:936622, https://iris-database.org/iris/app/home/detail?id=york:936623, https://iris-database.org/iris/app/home/detail?id=york:936624, https://iris-database.org/iris/app/home/detail?id=york:936625, https://iris-database.org/iris/app/home/detail?id=york:936626"
a001297,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OE9BNP,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OE9BNP
a001298,yes,NA,yes,NA,yes,NA,osf.io/sd76g,yes,NA,osf.io/sd76g
a001301,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/RXXQSQ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RXXQSQ
a001302,yes,NA,yes,NA,yes,NA,doi:10.7910/DVN/BXXWWW,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BXXWWW
a001303,yes,NA,yes,NA,yes,NA,osf.io/4exy7,yes,NA,osf.io/4exy7
a001305,yes,NA,yes,NA,yes,NA,osf.io/q4n2b,yes,NA,osf.io/q4n2b
a001306,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/ZSJA25,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSJA25
a001308,yes,NA,yes,NA,yes,NA,osf.io/wki3y,yes,NA,osf.io/wki3y
a001309,yes,NA,yes,NA,yes,NA,osf.io/chm94,yes,NA,osf.io/chm94
a001310,yes,NA,yes,NA,yes,NA,osf.io/27gwb,yes,NA,osf.io/27gwb
a001311,yes,NA,yes,NA,yes,NA,osf.io/4r9zs,yes,NA,osf.io/4r9zs
a001313,yes,NA,yes,NA,yes,NA,osf.io/uqh5d,yes,NA,osf.io/uqh5d
a001314,yes,NA,yes,NA,yes,NA,osf.io/vjacn,other,"the link works, but is merely a placeholder link to the actual data repo which is hosted on GitHub",github.com/MandyZChen/Unifying-Space-Exp
a001316,yes,NA,yes,NA,yes,NA,osf.io/9cmxw,yes,NA,osf.io/9cmxw
a001317,yes,NA,yes,NA,yes,NA,osf.io/j25fh,yes,NA,osf.io/j25fh
a001318,yes,NA,yes,NA,yes,NA,figshare.com/articles/NPQIP_final_analysis_set/5375275/1,yes,NA,figshare.com/articles/NPQIP_final_analysis_set/5375275/1
a001319,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/3DK6JA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/3DK6JA
a001320,yes,NA,yes,NA,yes,NA,osf.io/4e7h9,yes,NA,osf.io/4e7h9
a001321,yes,NA,yes,NA,yes,NA,osf.io/dmbkw,yes,NA,osf.io/dmbkw
a001326,yes,NA,yes,NA,yes,NA,osf.io/5tus8,yes,NA,osf.io/5tus8
a001327,yes,NA,yes,NA,yes,NA,osf.io/fgn9y,yes,NA,osf.io/fgn9y
a001328,yes,NA,yes,NA,yes,NA,osf.io/mgbck,yes,NA,osf.io/mgbck
a001329,yes,NA,other,Appendix A states that supplementary data is available on journal website but the actual link to the shared data is in the body of the article.,yes,NA,osf.io/rkae4,yes,NA,osf.io/rkae4
a001330,yes,NA,yes,NA,yes,NA,osf.io/s6p9v,yes,NA,osf.io/s6p9v
a001331,yes,NA,yes,NA,yes,NA,osf.io/27h68,yes,NA,osf.io/27h68
a001332,yes,NA,yes,NA,yes,NA,osf.io/68MES,yes,NA,osf.io/68MES
a001333,yes,NA,yes,NA,yes,NA,osf.io/mtsvy,yes,NA,osf.io/mtsvy
a001334,yes,NA,yes,NA,yes,NA,osf.io/2dc4p,yes,NA,osf.io/2dc4p
a001336,yes,NA,yes,NA,yes,NA,osf.io/m6p82,yes,NA,osf.io/m6p82
a001337,yes,NA,yes,NA,yes,NA,osf.io/reky2,yes,NA,osf.io/reky2
a001338,yes,NA,yes,NA,yes,NA,osf.io/93m8y,yes,NA,osf.io/93m8y
a001340,yes,NA,yes,NA,yes,NA,figshare.com/projects/Effects_of_tDCS_over_posterior_parietal_cortex_on_episodic_memory_reconsolidation/64793,yes,NA,figshare.com/projects/Effects_of_tDCS_over_posterior_parietal_cortex_on_episodic_memory_reconsolidation/64793
a001341,yes,NA,yes,NA,yes,NA,osf.io/kewpu,yes,NA,osf.io/kewpu
a001343,yes,NA,yes,NA,yes,NA,osf.io/xefc4,yes,NA,osf.io/xefc4
a001344,yes,NA,yes,NA,yes,NA,osf.io/9yxmh,yes,NA,osf.io/9yxmh
a001345,yes,NA,yes,NA,yes,NA,osf.io/ugdnv,yes,NA,osf.io/ugdnv
a001346,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/FZI6NO,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FZI6NO
a001348,yes,NA,yes,NA,yes,NA,osf.io/nr24b,yes,NA,osf.io/nr24b
a001349,yes,NA,yes,NA,yes,NA,osf.io/rjdpc,yes,NA,osf.io/rjdpc
a001350,yes,NA,yes,NA,yes,NA,osf.io/b956g,yes,NA,osf.io/b956g
a001350,yes,NA,yes,NA,yes,NA,osf.io/vnkaz,yes,NA,osf.io/vnkaz
a001351,yes,NA,yes,NA,yes,NA,osf.io/4kanr,yes,NA,osf.io/4kanr
a001352,yes,NA,yes,NA,yes,NA,osf.io/kwvu6,yes,NA,osf.io/kwvu6
a001353,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/privateurl.xhtml?token=f8d2d590-6a8e-4df2-9dca-7e3f3813c78c,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FKHGTVF&version=DRAFT
a001354,yes,NA,yes,NA,yes,NA,osf.io/nvq6t,yes,NA,osf.io/nvq6t
a001355,yes,NA,yes,NA,yes,NA,osf.io/b3epc,yes,NA,osf.io/b3epc
a001356,yes,NA,no,NA,other,Online article has direct link to files,intarch.ac.uk/journal/issue52/3/glassdata.xls,yes,NA,intarch.ac.uk/journal/issue52/3/glassdata.xls
a001358,yes,NA,yes,NA,yes,NA,osf.io/62wn9,yes,NA,osf.io/62wn9
a001359,yes,NA,yes,NA,no,NA,NA,NA,NA,NA
a001360,yes,NA,yes,NA,yes,NA,osf.io/e3afr,yes,NA,osf.io/e3afr
a001361,yes,NA,yes,NA,yes,NA,osf.io/efjd6,yes,NA,osf.io/efjd6
a001362,yes,NA,yes,NA,yes,NA,osf.io/t79ca,other,"URL links to a specific file within a larger repository. The larger repository was downloaded as a whole, rather than the single file explicitly linked to.",osf.io/wke6z
a001368,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/K6ZOOW,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/K6ZOOW
a001369,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,other,This link unsuccessfully attempts to combine the dataverse url with a doi-based url and doesn't work as printed - using the final part of the url (just the doi url) works though - https://doi.org/10.7910/DVN/GSQG1K,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K
a001370,yes,NA,yes,NA,yes,NA,osf.io/dq3w9,yes,NA,osf.io/dq3w9
a001372,yes,NA,yes,NA,yes,NA,osf.io/rydzg,yes,NA,osf.io/rydzg
a001374,yes,NA,yes,NA,yes,NA,osf.io/9cndv,yes,NA,osf.io/9cndv
a001376,yes,NA,yes,NA,yes,NA,osf.io/txa5j,yes,NA,osf.io/txa5j
a001377,yes,NA,yes,NA,yes,NA,osf.io/j2g7t,yes,NA,osf.io/j2g7t
a001378,yes,NA,yes,NA,yes,NA,osf.io/cbjps,yes,NA,osf.io/cbjps
a001379,yes,NA,yes,NA,yes,NA,osf.io/wkjp6,yes,NA,osf.io/wkjp6
a001380,yes,NA,yes,NA,yes,NA,iris-database.org/iris/app/home/detail?id=york:935928&amp;ref=search,yes,NA,www.iris-database.org/iris/app/home/detail?id=york:935928&amp;ref=search
a001381,yes,NA,yes,NA,yes,NA,osf.io/npqgz,yes,NA,osf.io/npqgz
a001382,yes,NA,yes,NA,yes,NA,osf.io/zd2j9,yes,NA,osf.io/zd2j9
a001385,yes,NA,yes,NA,yes,NA,osf.io/84zg3,yes,NA,osf.io/84zg3
a001386,yes,NA,yes,NA,yes,NA,osf.io/exp4n,yes,NA,osf.io/exp4n
a001387,yes,NA,yes,NA,yes,NA,osf.io/mytx9,yes,NA,osf.io/mytx9
a001388,yes,NA,yes,NA,yes,NA,osf.io/pwy9r,yes,NA,osf.io/pwy9r
a001389,yes,NA,yes,NA,yes,NA,osf.io/hrzgs,yes,NA,osf.io/hrzgs
a001390,yes,NA,yes,NA,yes,NA,osf.io/93cvs,yes,NA,osf.io/93cvs
a001391,yes,NA,yes,NA,yes,NA,osf.io/2nj9h,yes,NA,osf.io/2nj9h
a001392,yes,NA,yes,NA,yes,NA,osf.io/jxf5q,yes,NA,osf.io/jxf5q
a001393,yes,NA,yes,NA,yes,NA,osf.io/s5rfu,yes,NA,osf.io/s5rfu
a001394,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials and has link to web page for article,ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip,yes,NA,ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip
a001394,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials and has link to web page for article,ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip,yes,NA,ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip
a001395,yes,NA,yes,NA,yes,NA,osf.io/2pnu6,yes,NA,osf.io/2pnu6
a001397,yes,NA,yes,NA,yes,NA,osf.io/236zg,yes,NA,osf.io/236zg
a001398,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/QTG6FQ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QTG6FQ
a001401,yes,NA,yes,NA,yes,NA,osf.io/yh7wu,yes,NA,osf.io/yh7wu
a001404,yes,NA,yes,NA,yes,NA,osf.io/hw2ac,yes,NA,osf.io/hw2ac
a001405,yes,NA,yes,NA,yes,NA,osf.io/mk73j,yes,NA,osf.io/mk73j
a001406,yes,NA,yes,NA,yes,NA,dx.doi.org/10.17632/7tj8hpmnmt.1,yes,NA,data.mendeley.com/datasets/7tj8hpmnmt/1
a001408,yes,NA,yes,NA,yes,NA,osf.io/rgsbj,yes,NA,osf.io/rgsbj
a001411,yes,NA,yes,NA,yes,NA,osf.io/bqyhd,yes,NA,osf.io/bqyhd
a001412,yes,NA,yes,NA,yes,NA,osf.io/u65by,yes,NA,osf.io/u65by
a001414,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/XJQALC,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJQALC
a001415,yes,NA,yes,NA,yes,NA,osf.io/6j9aq,yes,NA,osf.io/6j9aq
a001416,yes,NA,yes,NA,yes,NA,osf.io/24kvu,yes,NA,osf.io/24kvu
a001417,yes,NA,no,NA,yes,NA,osf.io/r2ujq/?view_only-c0f24616fffa4805b09b5f552c5a466e,yes,NA,osf.io/r2ujq/?view_only-c0f24616fffa4805b09b5f552c5a466e
a001418,yes,NA,yes,NA,yes,NA,github.com/abrowman/psm-jesp2017,yes,NA,github.com/abrowman/psm-jesp2017
a001420,yes,NA,yes,NA,yes,NA,doi.org/10.1016/j.jesp.2019.03.009,yes,NA,www.sciencedirect.com/science/article/pii/S0022103118305997?via%3Dihub
a001421,yes,NA,yes,NA,yes,NA,figshare.com/authors/Lorna_Richardson/606491,yes,NA,figshare.com/authors/Lorna_Richardson/606491
a001422,yes,NA,yes,NA,yes,NA,doi.org/10.5284/1052664,yes,NA,archaeologydataservice.ac.uk/archives/view/breedon_nu_2019
a001423,yes,NA,yes,NA,yes,NA,osf.io/6d3ry,yes,NA,osf.io/6d3ry
a001425,yes,NA,yes,NA,yes,NA,osf.io/t7jjk,yes,NA,osf.io/t7jjk
a001425,yes,NA,yes,NA,yes,NA,www.oecd.org/pisa/data/2015database,yes,NA,www.oecd.org/pisa/data/2015database
a001426,yes,NA,yes,NA,yes,NA,dx.doi.org/10.5285/2503df629a8a485e8582e5150876b210,yes,NA,catalogue.ceda.ac.uk/uuid/2503df629a8a485e8582e5150876b210
a001428,yes,NA,yes,NA,yes,NA,osf.io/8eqtc,yes,NA,osf.io/8eqtc
a001429,yes,NA,yes,NA,yes,NA,www.tessexperiments.org/data/ferrer825.html,other,"link results in a page not found error message, but straightforward to follow links and find correct data location (replace ""data"" with ""study"" in url). Correct page leads to an OSF project",osf.io/a42yg
a001430,yes,NA,yes,NA,yes,NA,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,other,"Had to edit URL to remove non-alpha characters around the ""&"" in the string. Also, this is a link to the upload page for the authors - it is not for public use!!!",data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a
a001430,yes,NA,yes,NA,yes,NA,doi.org/10.1016/j.jesp.2018.01.007,other,"This is the journal web page for the article (https://www.sciencedirect.com/science/article/abs/pii/S0022103117306236?via%3Dihub), it contains a proper link to the Mendeley repo (https://data.mendeley.com/datasets/rh22h25sw7/1)",data.mendeley.com/datasets/rh22h25sw7/1
a001431,yes,NA,yes,NA,yes,NA,osf.io/dbgh6,yes,NA,osf.io/dbgh6
a001432,yes,NA,yes,NA,yes,NA,osf.io/fkn8m,yes,NA,osf.io/fkn8m
a001433,yes,NA,yes,NA,yes,NA,osf.io/8bjcs,yes,NA,osf.io/8bjcs
a001434,yes,NA,other,"Contained within ""notes"", not standalone statement",yes,NA,osf.io/h6dwg,yes,NA,osf.io/h6dwg
a001436,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/AT2FEZ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AT2FEZ
a001437,yes,NA,yes,NA,yes,NA,osf.io/2bfkt/?view_only=1fee156afa004d37ba3e48f189fba097,yes,NA,osf.io/2bfkt/?view_only=1fee156afa004d37ba3e48f189fba097
a001439,yes,NA,yes,NA,yes,NA,osf.io/ht3gk,yes,NA,osf.io/ht3gk
a001440,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/EBF7XW,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EBF7XW
a001441,yes,NA,yes,NA,yes,NA,osf.io/axnm6,yes,NA,osf.io/axnm6
a001443,yes,NA,yes,NA,yes,NA,doi.org/10.17863/CAM.7153;the,other,"The link as copied contains a bit of extraneous text at the end ("";the""), removing this makes the url work fine. Clicking on the link directly from PDF results in an error",www.repository.cam.ac.uk/handle/1810/261918
a001443,yes,NA,yes,NA,yes,NA,osf.io/7b9au,yes,NA,osf.io/7b9au
a001444,yes,NA,yes,NA,yes,NA,osf.io/cd893/?view_only=5c5dd4ed81cc497d9ee1cb383da909cf,yes,NA,osf.io/cd893/?view_only=5c5dd4ed81cc497d9ee1cb383da909cf
a001445,yes,NA,yes,NA,yes,NA,osf.io/e2aks,yes,NA,osf.io/e2aks
a001447,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/ICISE4,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ICISE4
a001448,yes,NA,yes,NA,yes,NA,osf.io/yfc5m,yes,NA,osf.io/yfc5m
a001449,yes,NA,yes,NA,yes,NA,osf.io/34cd8,yes,NA,osf.io/34cd8
a001450,yes,NA,yes,NA,yes,NA,osf.io/u9tk8,yes,NA,osf.io/u9tk8
a001452,yes,NA,yes,NA,yes,NA,osf.io/9b4y7,yes,NA,osf.io/9b4y7
a001454,yes,NA,yes,NA,yes,NA,osf.io/mrt8f,yes,NA,osf.io/mrt8f
a001455,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFSGZI,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFSGZI
a001458,yes,NA,yes,NA,yes,NA,dx.doi.org/10.23668/psycharchives.790,yes,NA,www.psycharchives.org/handle/20.500.12034/584
a001459,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/EL6ZCZ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EL6ZCZ
a001460,yes,NA,yes,NA,yes,NA,osf.io/b4nvf,yes,NA,osf.io/b4nvf
a001463,yes,NA,yes,NA,yes,NA,DOI 10.17605/OSF.IO/KZ483,yes,NA,osf.io/kz483
a001464,yes,NA,yes,NA,yes,NA,osf.io/h7s5j,yes,NA,osf.io/h7s5j
a001465,yes,NA,yes,NA,yes,NA,osf.io/enuv3,yes,NA,osf.io/enuv3
a001466,yes,NA,yes,NA,yes,NA,osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967,other,"The embedded link does not work as it is a combining of two separate urls, one of which is irrelevant, also spaces are introduced. After correcting the obvious problems with the url, the link works as expected",osf.io/jpbnu/?view_only=2ba7656345b94dacaf1210e8185a5967
a001467,yes,NA,yes,NA,yes,NA,osf.io/ng9k8,yes,NA,osf.io/ng9k8
a001468,yes,NA,yes,NA,yes,NA,osf.io/nav9h,yes,NA,osf.io/nav9h
a001469,yes,NA,yes,NA,yes,NA,osf.io/fhegd,yes,NA,osf.io/fhegd
a001470,yes,NA,yes,NA,yes,NA,osf.io/waeqn,yes,NA,osf.io/waeqn
a001471,yes,NA,yes,NA,yes,NA,osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,yes,NA,osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4
a001472,yes,NA,yes,NA,yes,NA,openneuro.org/datasets/ds001838/versions/1.0.0,yes,NA,openneuro.org/datasets/ds001838/versions/1.0.0
a001472,yes,NA,yes,NA,yes,NA,osf.io/buqcm,yes,NA,osf.io/buqcm
a001475,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/PB8X8P,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PB8X8P
a001476,yes,NA,yes,NA,yes,NA,figshare.com/s/0bfe19464337b17fb326,yes,NA,figshare.com/s/0bfe19464337b17fb326
a001476,yes,NA,yes,NA,yes,NA,forscenter.ch/en/our-surveys/swiss-household-panel,other,"Link as provided results in a 404 error, but the links on the website make it very easy to find the updated location of the data (link via https://forscenter.ch/projects/swiss-household-panel/)",forsbase.unil.ch/project/study-public-overview/16970/0
a001476,yes,NA,yes,NA,yes,NA,www.worldvaluessurvey.org,yes,NA,www.worldvaluessurvey.org/wvs.jsp
a001477,yes,NA,yes,NA,yes,NA,osf.io/wqnnx,yes,NA,osf.io/wqnnx
a001480,yes,NA,yes,NA,yes,NA,osf.io/qtb5u,yes,NA,osf.io/qtb5u
a001481,yes,NA,yes,NA,yes,NA,zenodo.org/record/1217215,yes,NA,zenodo.org/record/1217215
a001482,yes,NA,yes,NA,yes,NA,osf.io/7h6cy,yes,NA,osf.io/7h6cy
a001485,yes,NA,no,NA,yes,NA,osf.io/xrk6j,yes,NA,osf.io/xrk6j
a001486,yes,NA,yes,NA,yes,NA,osf.io/64nzg,yes,NA,osf.io/64nzg
a001487,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/LNUYXZ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LNUYXZ
a001488,yes,NA,yes,NA,yes,NA,osf.io/b4cqm,yes,NA,osf.io/b4cqm
a001489,yes,NA,yes,NA,yes,NA,osf.io/akbfj,yes,NA,osf.io/akbfj
a001489,yes,NA,yes,NA,yes,NA,osf.io/kd8b3,yes,NA,osf.io/kd8b3
a001490,yes,NA,yes,NA,yes,NA,osf.io,other,"It looks like the unique ID was left out of the url (possibly an editing error) - however, looking at the declaration reveals the intended link to data",osf.io/m75da
a001493,yes,NA,yes,NA,yes,NA,hrs.isr.umich.edu/documentation?_ga=2.27770172.1038497410.1542961645-2121603621.1539110961,yes,NA,hrs.isr.umich.edu/documentation?_ga=2.27770172.1038497410.1542961645-2121603621.1539110961
a001493,yes,NA,yes,NA,yes,NA,hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,yes,NA,hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961
a001493,yes,NA,yes,NA,yes,NA,osf.io/pn3vt,yes,NA,osf.io/pn3vt
a001495,yes,NA,yes,NA,yes,NA,osf.io/5zimh,yes,NA,osf.io/5zimh
a001496,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/SRPTCV,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SRPTCV
a001497,yes,NA,yes,NA,yes,NA,osf.io/fitgz,yes,NA,osf.io/fitgz
a001499,yes,NA,yes,NA,yes,NA,osf.io/6b4ag,yes,NA,osf.io/6b4ag
a001500,yes,NA,yes,NA,yes,NA,osf.io/mpf64,yes,NA,osf.io/mpf64
a001501,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/DEMP8Q,other,DOI not found; data found by searching Harvard Dataverse by author name,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NMJ4W9
a001502,yes,NA,yes,NA,yes,NA,osf.io/c6wm5,yes,NA,osf.io/c6wm5
a001504,yes,NA,yes,NA,yes,NA,osf.io/djzh3,yes,NA,osf.io/djzh3
a001505,yes,NA,yes,NA,yes,NA,osf.io/5t6fs,yes,NA,osf.io/5t6fs
a001506,yes,NA,yes,NA,yes,NA,osf.io/zg2su/files,yes,NA,osf.io/zg2su/files
a001507,yes,NA,yes,NA,yes,NA,osf.io/b69g8,yes,NA,osf.io/b69g8
a001509,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/GTXZ4J,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GTXZ4J
a001511,yes,NA,yes,NA,yes,NA,osf.io/jqug4,yes,NA,osf.io/jqug4
a001512,yes,NA,yes,NA,yes,NA,ti-nyurl.com/zvgu6hh,other,"hyphen introduced into url by line break. Clicking link directly results in an error. Once removed, link works as expected",osf.io/v8kpt/?view_only=c0217f1a298d442e92bb98bbc39465e8
a001512,yes,NA,yes,NA,yes,NA,tinyurl.com/hwmo9t6,yes,NA,osf.io/f7qbp/?view_only=d03edf108c9f424ba7ba1066929a9400
a001514,yes,NA,yes,NA,yes,NA,osf.io/4UBJ8,yes,NA,osf.io/4UBJ8
a001514,yes,NA,yes,NA,yes,NA,osf.io/j479p,yes,NA,osf.io/j479p
a001515,yes,NA,yes,NA,yes,NA,osf.io/w38qr,yes,NA,osf.io/w38qr
a001516,yes,NA,yes,NA,yes,NA,osf.io/ideta,yes,NA,osf.io/ideta
a001517,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/YUM3K8,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YUM3K8
